,Y
4311,0.97
4312,0.962
4313,0.932
4314,0.702
4315,0.926
4316,0.745
4317,0.983
4318,0.959
4319,0.945
4320,0.981
4321,0.984
4322,0.945
4323,0.974
4324,0.907
4325,0.963
4326,0.966
4327,0.99
4328,0.958
4329,0.459
4330,0.764
4331,0.978
4332,0.984
4333,0.991
4334,0.983
4335,0.976
4336,0.933
4337,0.986
4338,0.904
4339,0.243
4340,0.987
4341,0.724
4342,0.825
4343,0.937
4344,0.788
4345,0.824
4346,0.817
4347,0.913
4348,0.924
4349,0.994
4350,0.952
4351,0.968
4352,0.994
4353,0.993
4354,0.949
4355,0.975
4356,0.214
4357,0.627
4358,0.979
4359,0.988
4360,0.987
4361,0.875
4362,0.982
4363,0.935
4364,0.986
4365,0.914
4366,0.975
4367,0.976
4368,0.934
4369,0.929
4370,0.983
4371,0.992
4372,0.601
4373,0.928
4374,0.988
4375,0.837
4376,0.933
4377,0.469
4378,0.691
4379,0.989
4380,0.984
4381,0.968
4382,0.97
4383,0.985
4384,0.993
4385,0.979
4386,0.981
4387,0.982
4388,0.975
4389,0.949
4390,0.987
4391,0.979
4392,0.947
4393,0.999
4394,0.936
4395,0.911
4396,0.949
4397,0.995
4398,0.898
4399,0.95
4400,0.981
4401,0.98
4402,0.977
4403,0.951
4404,0.952
4405,0.955
4406,0.992
4407,0.847
4408,0.976
4409,0.866
4410,0.995
4411,0.989
4412,0.997
4413,0.926
4414,0.962
4415,0.952
4416,0.99
4417,0.991
4418,0.961
4419,0.963
4420,0.936
4421,0.979
4422,0.954
4423,0.984
4424,0.986
4425,0.645
4426,0.988
4427,0.987
4428,0.938
4429,0.858
4430,0.991
4431,0.797
4432,0.991
4433,0.981
4434,0.989
4435,0.961
4436,0.981
4437,0.99
4438,0.984
4439,0.965
4440,0.966
4441,0.82
4442,0.976
4443,0.983
4444,0.986
4445,0.973
4446,0.968
4447,0.976
4448,0.967
4449,0.991
4450,0.627
4451,0.981
4452,0.984
4453,0.937
4454,0.998
4455,0.988
4456,0.955
4457,0.934
4458,0.709
4459,0.95
4460,0.998
4461,0.989
4462,0.898
4463,0.999
4464,0.993
4465,0.99
4466,0.966
4467,0.945
4468,0.955
4469,0.993
4470,0.963
4471,1.0
4472,0.966
4473,0.978
4474,0.94
4475,0.938
4476,0.864
4477,0.979
4478,0.98
4479,0.831
4480,0.883
4481,0.911
4482,0.985
4483,0.998
4484,0.986
4485,0.987
4486,0.908
4487,0.886
4488,0.967
4489,0.997
4490,0.921
4491,0.982
4492,0.987
4493,0.919
4494,0.999
4495,0.99
4496,0.942
4497,0.956
4498,0.951
4499,0.954
4500,0.955
4501,0.967
4502,0.831
4503,0.981
4504,0.993
4505,0.972
4506,0.984
4507,0.977
4508,0.972
4509,0.899
4510,0.975
4511,0.84
4512,0.571
4513,0.996
4514,0.975
4515,0.953
4516,0.988
4517,0.991
4518,0.821
4519,0.907
4520,0.985
4521,0.96
4522,0.997
4523,0.988
4524,0.97
4525,0.911
4526,0.894
4527,0.98
4528,0.837
4529,0.981
4530,0.915
4531,0.84
4532,0.618
4533,0.894
4534,0.996
4535,0.982
4536,0.929
4537,0.882
4538,0.964
4539,0.968
4540,0.947
4541,0.985
4542,0.977
4543,0.918
4544,0.965
4545,0.96
4546,0.917
4547,0.962
4548,0.945
4549,0.963
4550,0.966
4551,0.913
4552,0.98
4553,0.85
4554,0.948
4555,0.995
4556,0.893
4557,0.905
4558,0.902
4559,0.957
4560,0.979
4561,0.9
4562,0.907
4563,0.884
4564,0.958
4565,0.972
4566,0.987
4567,0.991
4568,0.969
4569,0.994
4570,0.982
4571,0.911
4572,0.981
4573,0.97
4574,0.699
4575,0.97
4576,0.971
4577,0.971
4578,0.959
4579,0.92
4580,0.981
4581,0.991
4582,0.976
4583,0.941
4584,0.95
4585,0.95
4586,0.929
4587,0.928
4588,0.976
4589,0.983
4590,0.946
4591,0.95
4592,1.0
4593,0.948
4594,0.676
4595,0.906
4596,0.998
4597,0.944
4598,0.869
4599,0.465
4600,0.963
4601,0.975
4602,0.957
4603,0.988
4604,0.927
4605,0.996
4606,0.996
4607,0.943
4608,0.991
4609,0.953
4610,0.957
4611,0.978
4612,0.962
4613,0.786
4614,0.851
4615,0.952
4616,0.64
4617,0.932
4618,0.898
4619,0.978
4620,0.948
4621,0.976
4622,0.946
4623,0.907
4624,0.939
4625,0.847
4626,0.934
4627,0.91
4628,0.945
4629,0.964
4630,0.767
4631,0.896
4632,0.991
4633,0.905
4634,0.984
4635,0.921
4636,0.994
4637,0.974
4638,0.909
4639,0.984
4640,0.878
4641,0.959
4642,0.983
4643,0.937
4644,0.951
4645,0.978
4646,0.951
4647,0.914
4648,0.984
4649,0.865
4650,0.901
4651,0.968
4652,0.988
4653,0.979
4654,0.987
4655,0.954
4656,0.819
4657,0.985
4658,0.97
4659,0.997
4660,0.946
4661,0.963
4662,0.937
4663,0.986
4664,0.967
4665,0.981
4666,0.952
4667,0.971
4668,0.99
4669,0.97
4670,0.963
4671,0.863
4672,0.97
4673,0.838
4674,0.954
4675,0.963
4676,0.974
4677,0.837
4678,0.97
4679,0.988
4680,0.98
4681,0.987
4682,0.97
4683,0.946
4684,0.976
4685,0.885
4686,0.969
4687,0.911
4688,0.884
4689,0.984
4690,0.991
4691,0.829
4692,0.9
4693,0.98
4694,0.864
4695,0.969
4696,0.585
4697,0.964
4698,0.96
4699,1.0
4700,0.984
4701,0.929
4702,0.93
4703,0.965
4704,0.931
4705,0.922
4706,0.833
4707,0.971
4708,0.954
4709,0.956
4710,0.972
4711,0.975
4712,0.862
4713,0.978
4714,1.0
4715,0.994
4716,0.99
4717,0.962
4718,0.885
4719,0.976
4720,0.98
4721,0.932
4722,0.979
4723,0.996
4724,0.975
4725,0.951
4726,0.976
4727,0.967
4728,0.887
4729,0.945
4730,0.917
4731,0.962
4732,0.955
4733,0.934
4734,0.831
4735,0.97
4736,0.981
4737,0.954
4738,0.949
4739,0.945
4740,0.917
4741,0.974
4742,0.964
4743,0.946
4744,0.914
4745,0.967
4746,0.819
4747,0.967
4748,0.967
4749,0.89
4750,0.951
4751,0.978
4752,0.994
4753,0.815
4754,0.558
4755,0.893
4756,0.964
4757,0.87
4758,0.986
4759,0.943
4760,0.957
4761,0.966
4762,0.889
4763,0.996
4764,0.92
4765,0.974
4766,0.936
4767,0.984
4768,0.984
4769,0.977
4770,0.997
4771,0.916
4772,0.956
4773,0.911
4774,0.95
4775,0.946
4776,0.931
4777,0.984
4778,0.99
4779,0.976
4780,0.986
4781,0.996
4782,0.995
4783,0.897
4784,0.999
4785,0.977
4786,0.949
4787,0.987
4788,0.972
4789,0.951
4790,0.794
4791,0.683
4792,0.661
4793,0.998
4794,0.992
4795,0.977
4796,0.946
4797,0.959
4798,0.821
4799,0.973
4800,0.972
4801,0.815
4802,0.86
4803,0.954
4804,0.764
4805,0.985
4806,0.972
4807,0.824
4808,0.902
4809,0.97
4810,0.967
4811,0.933
4812,0.977
4813,0.984
4814,0.947
4815,0.52
4816,0.992
4817,0.994
4818,0.933
4819,0.987
4820,0.929
4821,0.923
4822,0.983
4823,0.957
4824,0.98
4825,0.862
4826,0.711
4827,0.974
4828,0.946
4829,0.963
4830,0.992
4831,0.913
4832,0.99
4833,0.969
4834,0.98
4835,0.991
4836,0.912
4837,0.812
4838,0.974
4839,0.976
4840,0.734
4841,0.977
4842,0.992
4843,0.957
4844,0.705
4845,0.952
4846,0.998
4847,0.987
4848,0.982
4849,0.769
4850,0.873
4851,0.918
4852,0.89
4853,0.69
4854,0.893
4855,0.949
4856,0.953
4857,0.993
4858,0.989
4859,0.969
4860,0.726
4861,0.829
4862,0.986
4863,0.984
4864,0.991
4865,0.735
4866,0.994
4867,0.743
4868,0.999
4869,0.98
4870,0.996
4871,0.997
4872,0.962
4873,0.933
4874,0.944
4875,0.859
4876,0.958
4877,0.989
4878,0.746
4879,0.938
4880,0.961
4881,0.985
4882,0.947
4883,0.922
4884,0.946
4885,0.982
4886,0.97
4887,0.956
4888,0.887
4889,0.957
4890,0.937
4891,0.988
4892,0.996
4893,0.962
4894,0.969
4895,0.988
4896,0.995
4897,0.99
4898,0.984
4899,0.934
4900,0.989
4901,0.936
4902,0.981
4903,0.935
4904,0.966
4905,0.963
4906,0.961
4907,0.973
4908,0.942
4909,0.85
4910,0.931
4911,0.957
4912,0.89
4913,0.758
4914,0.964
4915,0.976
4916,0.952
4917,0.946
4918,0.988
4919,0.985
4920,0.791
4921,0.964
4922,0.89
4923,0.977
4924,0.963
4925,0.987
4926,0.983
4927,0.948
4928,0.998
4929,0.989
4930,0.994
4931,0.936
4932,0.959
4933,0.988
4934,1.0
4935,0.916
4936,0.989
4937,0.946
4938,0.996
4939,0.843
4940,0.997
4941,0.977
4942,0.997
4943,0.963
4944,0.986
4945,0.978
4946,0.989
4947,0.95
4948,0.992
4949,0.966
4950,0.99
4951,0.976
4952,0.97
4953,0.989
4954,0.95
4955,0.979
4956,0.971
4957,0.874
4958,0.896
4959,0.996
4960,0.888
4961,0.968
4962,0.976
4963,0.948
4964,0.98
4965,0.944
4966,0.987
4967,0.886
4968,0.986
4969,0.998
4970,0.903
4971,0.952
4972,0.99
4973,0.994
4974,0.994
4975,0.964
4976,0.985
4977,0.92
4978,0.968
4979,0.937
4980,0.964
4981,0.951
4982,0.851
4983,0.995
4984,0.968
4985,0.998
4986,0.913
4987,0.992
4988,0.985
4989,0.917
4990,0.976
4991,0.948
4992,0.956
4993,0.975
4994,0.972
4995,0.903
4996,0.956
4997,0.951
4998,0.917
4999,0.88
5000,0.994
5001,0.968
5002,0.985
5003,0.954
5004,0.961
5005,0.95
5006,0.977
5007,0.988
5008,0.931
5009,0.935
5010,0.953
5011,0.997
5012,0.999
5013,0.86
5014,0.986
5015,0.944
5016,0.916
5017,0.992
5018,0.765
5019,0.964
5020,0.986
5021,0.948
5022,0.981
5023,0.978
5024,0.993
5025,0.976
5026,0.983
5027,0.956
5028,0.864
5029,0.994
5030,0.872
5031,0.981
5032,0.978
5033,0.923
5034,0.946
5035,0.907
5036,0.951
5037,0.996
5038,0.94
5039,0.965
5040,0.886
5041,0.985
5042,0.967
5043,0.996
5044,0.997
5045,0.968
5046,0.99
5047,0.984
5048,0.933
5049,0.988
5050,0.967
5051,0.987
5052,0.987
5053,0.983
5054,0.991
5055,0.897
5056,0.892
5057,0.986
5058,0.705
5059,0.888
5060,0.979
5061,0.89
5062,0.996
5063,0.96
5064,0.951
5065,0.977
5066,0.988
5067,0.983
5068,0.943
5069,0.981
5070,0.911
5071,0.942
5072,0.947
5073,0.925
5074,0.958
5075,0.984
5076,0.927
5077,0.958
5078,0.98
5079,0.978
5080,0.99
5081,0.959
5082,0.993
5083,0.781
5084,0.985
5085,0.973
5086,0.943
5087,0.99
5088,0.982
5089,0.992
5090,0.937
5091,0.797
5092,0.997
5093,0.807
5094,0.96
5095,0.992
5096,0.993
5097,0.873
5098,0.939
5099,0.89
5100,0.969
5101,0.693
5102,0.951
5103,0.725
5104,0.863
5105,0.997
5106,0.979
5107,0.88
5108,0.777
5109,0.899
5110,0.912
5111,0.961
5112,0.949
5113,0.939
5114,0.966
5115,0.939
5116,0.966
5117,0.94
5118,0.966
5119,0.852
5120,0.992
5121,0.979
5122,0.971
5123,0.974
5124,0.988
5125,0.973
5126,0.984
5127,0.955
5128,0.974
5129,0.993
5130,0.836
5131,0.987
5132,0.939
5133,0.959
5134,0.979
5135,0.364
5136,0.957
5137,0.922
5138,0.98
5139,0.97
5140,0.907
5141,0.938
5142,0.957
5143,0.957
5144,0.913
5145,0.998
5146,0.993
5147,0.992
5148,0.984
5149,0.856
5150,0.908
5151,0.971
5152,0.993
5153,0.946
5154,0.971
5155,0.975
5156,0.976
5157,0.911
5158,0.981
5159,0.923
5160,0.935
5161,0.974
5162,0.973
5163,0.944
5164,0.919
5165,0.954
5166,0.963
5167,0.937
5168,0.982
5169,0.97
5170,0.931
5171,0.61
5172,0.756
5173,0.853
5174,0.987
5175,0.882
5176,0.922
5177,0.97
5178,0.994
5179,0.964
5180,0.99
5181,0.981
5182,0.996
5183,0.986
5184,0.994
5185,0.972
5186,0.937
5187,0.89
5188,0.974
5189,0.986
5190,0.953
5191,0.979
5192,0.99
5193,0.99
5194,0.815
5195,0.573
5196,0.886
5197,0.955
5198,0.996
5199,0.639
5200,0.798
5201,0.988
5202,0.921
5203,0.93
5204,0.891
5205,0.933
5206,0.999
5207,0.851
5208,0.977
5209,0.883
5210,0.902
5211,0.994
5212,0.947
5213,0.986
5214,0.939
5215,0.905
5216,0.968
5217,0.901
5218,0.905
5219,0.991
5220,0.923
5221,0.813
5222,0.962
5223,0.998
5224,0.961
5225,0.998
5226,0.9
5227,0.976
5228,0.995
5229,0.925
5230,0.893
5231,0.995
5232,1.0
5233,0.959
5234,0.84
5235,0.991
5236,0.968
5237,0.955
5238,0.975
5239,0.931
5240,0.986
5241,0.965
5242,0.987
5243,0.979
5244,0.97
5245,0.984
5246,0.98
5247,0.99
5248,0.757
5249,0.967
5250,0.988
5251,0.947
5252,0.904
5253,0.922
5254,0.983
5255,0.911
5256,0.938
5257,0.997
5258,0.913
5259,0.918
5260,0.996
5261,0.992
5262,0.989
5263,0.994
5264,0.936
5265,0.936
5266,0.787
5267,0.571
5268,0.969
5269,0.946
5270,0.974
5271,0.988
5272,0.993
5273,0.969
5274,0.988
5275,0.947
5276,0.996
5277,0.987
5278,0.894
5279,0.97
5280,0.903
5281,0.945
5282,0.949
5283,0.973
5284,0.752
5285,0.938
5286,0.978
5287,0.952
5288,0.972
5289,0.944
5290,0.847
5291,0.993
5292,0.968
5293,0.93
5294,0.97
5295,0.978
5296,0.973
5297,0.963
5298,0.973
5299,0.98
5300,0.955
5301,0.818
5302,0.709
5303,0.885
5304,0.991
5305,0.951
5306,0.998
5307,0.951
5308,0.981
5309,0.959
5310,0.978
5311,0.835
5312,0.998
5313,0.902
5314,0.95
5315,0.885
5316,0.891
5317,0.907
5318,0.983
5319,0.988
5320,0.784
5321,0.724
5322,0.993
5323,0.94
5324,0.95
5325,0.967
5326,0.984
5327,0.937
5328,0.956
5329,0.999
5330,0.924
5331,0.999
5332,0.924
5333,0.911
5334,0.971
5335,0.967
5336,0.979
5337,0.986
5338,0.986
5339,0.961
5340,0.916
5341,0.914
5342,0.836
5343,0.987
5344,0.862
5345,0.914
5346,0.987
5347,0.892
5348,0.971
5349,0.968
5350,0.993
5351,0.777
5352,0.892
5353,0.938
5354,0.967
5355,0.624
5356,0.908
5357,0.954
5358,0.927
5359,0.988
5360,0.642
5361,0.906
5362,0.967
5363,0.951
5364,0.98
5365,0.916
5366,0.987
5367,0.919
5368,0.993
5369,0.954
5370,0.824
5371,0.966
5372,0.832
5373,0.897
5374,0.998
5375,0.981
5376,0.918
5377,0.903
5378,0.987
5379,0.982
5380,0.975
5381,0.999
5382,0.897
5383,0.919
5384,0.972
5385,0.912
5386,0.991
5387,0.989
5388,0.961
5389,0.961
5390,0.962
5391,0.948
5392,0.956
5393,0.924
5394,0.963
5395,0.919
5396,0.977
5397,0.835
5398,0.934
5399,0.944
5400,0.959
5401,0.955
5402,0.915
5403,0.873
5404,0.978
5405,0.97
5406,0.988
5407,0.971
5408,0.87
5409,0.998
5410,0.968
5411,0.607
5412,0.929
5413,0.901
5414,0.98
5415,0.989
5416,0.975
5417,0.992
5418,0.928
5419,0.973
5420,0.918
5421,0.894
5422,0.967
5423,0.575
5424,0.994
5425,0.973
5426,0.916
5427,0.994
5428,0.942
5429,0.983
5430,0.972
5431,0.995
5432,0.978
5433,0.958
5434,0.997
5435,0.957
5436,0.983
5437,0.864
5438,0.986
5439,0.955
5440,0.556
5441,0.995
5442,0.908
5443,0.988
5444,0.98
5445,0.991
5446,0.956
5447,0.951
5448,0.95
5449,0.994
5450,0.973
5451,0.971
5452,0.984
5453,0.966
5454,0.977
5455,0.972
5456,0.982
5457,0.914
5458,0.975
5459,0.987
5460,0.98
5461,0.872
5462,0.888
5463,0.975
5464,0.958
5465,0.939
5466,0.992
5467,0.961
5468,0.755
5469,0.957
5470,0.973
5471,0.796
5472,0.889
5473,0.995
5474,0.986
5475,1.0
5476,0.436
5477,0.98
5478,0.979
5479,0.985
5480,0.91
5481,0.997
5482,0.893
5483,0.97
5484,0.959
5485,0.978
5486,0.973
5487,0.974
5488,0.988
5489,0.934
5490,0.95
5491,0.99
5492,0.978
5493,0.751
5494,0.971
5495,0.966
5496,0.893
5497,0.996
5498,0.992
5499,0.987
5500,0.997
5501,0.961
5502,0.985
5503,0.623
5504,0.966
5505,0.907
5506,0.986
5507,0.983
5508,0.975
5509,0.722
5510,0.996
5511,0.974
5512,0.981
5513,0.992
5514,0.839
5515,0.993
5516,0.967
5517,0.827
5518,0.87
5519,0.996
5520,0.968
5521,0.882
5522,0.988
5523,0.965
5524,0.553
5525,0.918
5526,0.916
5527,0.905
5528,0.997
5529,0.918
5530,0.95
5531,0.976
5532,0.957
5533,0.942
5534,0.987
5535,0.974
5536,0.876
5537,0.993
5538,0.961
5539,0.917
5540,0.98
5541,0.976
5542,0.99
5543,0.971
5544,0.985
5545,0.881
5546,0.974
5547,0.96
5548,0.961
5549,0.778
5550,0.98
5551,0.89
5552,0.979
5553,0.928
5554,0.968
5555,0.854
5556,0.944
5557,0.989
5558,0.957
5559,0.97
5560,0.948
5561,0.921
5562,0.935
5563,0.96
5564,0.97
5565,0.957
5566,0.955
5567,0.977
5568,0.726
5569,0.98
5570,0.919
5571,0.992
5572,0.91
5573,0.938
5574,0.979
5575,0.823
5576,0.988
5577,0.974
5578,0.976
5579,0.984
5580,0.873
5581,0.412
5582,0.994
5583,0.954
5584,0.897
5585,0.863
5586,0.96
5587,0.986
5588,0.934
5589,0.834
5590,0.982
5591,0.967
5592,0.976
5593,0.995
5594,0.964
5595,0.929
5596,0.942
5597,0.995
5598,0.956
5599,0.958
5600,0.982
5601,0.973
5602,0.929
5603,0.944
5604,0.955
5605,0.927
5606,0.899
5607,0.98
5608,0.926
5609,0.91
5610,0.946
5611,0.986
5612,0.985
5613,0.926
5614,0.934
5615,0.969
5616,0.984
5617,0.968
5618,0.951
5619,0.94
5620,0.974
5621,0.84
5622,0.978
5623,0.928
5624,0.995
5625,0.949
5626,0.988
5627,0.958
5628,0.956
5629,0.99
5630,0.964
5631,0.911
5632,0.935
5633,0.989
5634,0.893
5635,0.817
5636,0.966
5637,0.999
5638,0.975
5639,0.889
5640,0.92
5641,0.981
5642,0.978
5643,0.97
5644,0.987
5645,0.986
5646,0.829
5647,0.994
5648,0.982
5649,0.897
5650,0.854
5651,0.971
5652,0.97
5653,0.869
5654,0.997
5655,0.984
5656,0.994
5657,0.96
5658,0.99
5659,0.955
5660,0.907
5661,0.989
5662,0.985
5663,0.958
5664,0.827
5665,0.761
5666,0.94
5667,0.995
5668,0.831
5669,0.978
5670,0.982
5671,0.998
5672,0.888
5673,0.897
5674,0.738
5675,0.972
5676,0.983
5677,0.956
5678,0.986
5679,0.991
5680,0.907
5681,0.995
5682,0.673
5683,0.965
5684,0.399
5685,0.983
5686,0.708
5687,0.897
5688,0.971
5689,0.946
5690,0.872
5691,0.999
5692,0.981
5693,0.849
5694,0.954
5695,0.909
5696,0.993
5697,0.882
5698,0.792
5699,0.954
5700,0.808
5701,0.955
5702,0.937
5703,0.97
5704,1.0
5705,0.801
5706,0.869
5707,0.931
5708,0.948
5709,0.975
5710,0.972
5711,0.956
5712,0.666
5713,0.907
5714,0.966
5715,0.926
5716,0.937
5717,0.953
5718,0.792
5719,0.919
5720,0.94
5721,0.994
5722,0.986
5723,0.853
5724,0.969
5725,0.709
5726,0.967
5727,0.986
5728,0.983
5729,0.945
5730,0.995
5731,0.972
5732,0.995
5733,0.976
5734,0.935
5735,0.993
5736,0.947
5737,0.999
5738,0.922
5739,0.971
5740,0.986
5741,0.906
5742,0.946
5743,0.976
5744,0.902
5745,0.988
5746,0.996
5747,0.975
5748,0.934
5749,0.95
5750,0.946
5751,0.976
5752,0.981
5753,0.988
5754,0.923
5755,0.991
5756,0.911
5757,0.951
5758,0.963
5759,0.963
5760,0.985
5761,0.967
5762,0.977
5763,0.989
5764,0.979
5765,0.97
5766,0.978
5767,0.99
5768,0.953
5769,0.997
5770,0.98
5771,0.983
5772,0.961
5773,0.98
5774,0.993
5775,0.98
5776,0.984
5777,0.972
5778,0.855
5779,0.979
5780,0.975
5781,0.945
5782,0.946
5783,0.997
5784,0.774
5785,0.404
5786,0.943
5787,0.932
5788,0.958
5789,0.957
5790,0.945
5791,0.806
5792,0.977
5793,0.968
5794,0.987
5795,0.961
5796,0.945
5797,0.992
5798,0.992
5799,0.947
5800,0.959
5801,0.885
5802,0.977
5803,0.867
5804,0.923
5805,0.902
5806,0.966
5807,0.963
5808,0.906
5809,0.934
5810,0.96
5811,0.977
5812,0.93
5813,0.988
5814,0.821
5815,0.613
5816,0.975
5817,0.985
5818,0.996
5819,0.994
5820,0.953
5821,0.974
5822,0.995
5823,0.998
5824,0.994
5825,0.929
5826,0.999
5827,0.99
5828,0.982
5829,0.944
5830,0.992
5831,0.945
5832,0.981
5833,0.977
5834,0.935
5835,0.981
5836,0.944
5837,0.909
5838,0.967
5839,0.7
5840,0.87
5841,0.969
5842,0.934
5843,0.972
5844,0.986
5845,0.951
5846,0.906
5847,0.818
5848,0.981
5849,0.945
5850,0.931
5851,0.952
5852,0.969
5853,0.977
5854,0.969
5855,0.937
5856,0.94
5857,0.987
5858,0.98
5859,0.896
5860,0.979
5861,0.995
5862,0.983
5863,0.934
5864,0.858
5865,0.973
5866,0.947
5867,0.987
5868,0.98
5869,0.944
5870,0.925
5871,0.968
5872,0.97
5873,0.982
5874,0.962
5875,0.927
5876,0.973
5877,0.91
5878,0.95
5879,0.992
5880,0.875
5881,0.993
5882,0.984
5883,0.965
5884,0.787
5885,0.975
5886,0.881
5887,0.999
5888,0.957
5889,0.384
5890,0.963
5891,0.967
5892,0.987
5893,0.967
5894,0.913
5895,0.975
5896,0.83
5897,0.979
5898,0.982
5899,0.99
5900,0.995
5901,0.911
5902,0.927
5903,0.923
5904,0.952
5905,0.976
5906,0.985
5907,0.943
5908,0.965
5909,0.932
5910,0.992
5911,0.873
5912,0.844
5913,0.962
5914,1.0
5915,0.961
5916,0.874
5917,0.999
5918,0.994
5919,0.865
5920,0.7
5921,0.882
5922,0.997
5923,0.969
5924,0.956
5925,0.968
5926,0.995
5927,0.99
5928,0.942
5929,0.958
5930,0.988
5931,0.986
5932,0.82
5933,0.9
5934,0.988
5935,0.969
5936,0.97
5937,0.921
5938,0.996
5939,0.616
5940,0.954
5941,0.928
5942,0.961
5943,0.968
5944,0.823
5945,0.983
5946,0.93
5947,0.968
5948,0.966
5949,0.959
5950,0.976
5951,0.643
5952,0.888
5953,0.99
5954,0.993
5955,0.984
5956,0.979
5957,0.957
5958,0.975
5959,0.97
5960,0.997
5961,0.969
5962,0.992
5963,0.952
5964,0.895
5965,0.979
5966,0.877
5967,0.971
5968,0.973
5969,0.969
5970,0.992
5971,0.853
5972,0.629
5973,0.957
5974,0.894
5975,0.987
5976,0.995
5977,0.978
5978,0.987
5979,0.958
5980,0.972
5981,0.962
5982,0.979
5983,0.986
5984,0.979
5985,0.93
5986,0.979
5987,0.989
5988,0.944
5989,0.987
5990,0.947
5991,0.978
5992,0.848
5993,0.876
5994,0.945
5995,0.986
5996,0.716
5997,0.502
5998,0.994
5999,0.9
6000,0.933
6001,0.979
6002,0.96
6003,0.983
6004,0.973
6005,0.919
6006,0.934
6007,1.0
6008,0.996
6009,0.99
6010,0.838
6011,0.983
6012,0.974
6013,0.994
6014,0.978
6015,0.955
6016,0.991
6017,0.985
6018,0.978
6019,0.967
6020,0.889
6021,0.48
6022,0.972
6023,0.994
6024,0.969
6025,0.969
6026,0.943
6027,0.996
6028,0.5
6029,0.972
6030,0.94
6031,0.967
6032,0.764
6033,0.99
6034,0.993
6035,0.879
6036,0.95
6037,0.943
6038,0.936
6039,0.619
6040,0.933
6041,0.92
6042,0.708
6043,0.96
6044,0.953
6045,0.983
6046,0.977
6047,0.985
6048,0.964
6049,0.979
6050,0.921
6051,0.918
6052,0.907
6053,0.631
6054,0.95
6055,0.992
6056,0.951
6057,0.867
6058,0.98
6059,0.978
6060,0.957
6061,0.856
6062,0.955
6063,0.954
6064,0.99
6065,0.918
6066,0.965
6067,0.979
6068,0.949
6069,0.94
6070,0.988
6071,0.973
6072,0.985
6073,0.983
6074,0.921
6075,0.978
6076,0.992
6077,0.711
6078,0.98
6079,0.98
6080,0.985
6081,0.97
6082,0.995
6083,0.961
6084,0.595
6085,0.971
6086,0.991
6087,0.971
6088,0.892
6089,0.952
6090,0.99
6091,0.985
6092,0.995
6093,0.955
6094,0.999
6095,0.958
6096,0.872
6097,0.602
6098,0.983
6099,0.79
6100,0.986
6101,0.95
6102,0.899
6103,0.984
6104,0.968
6105,0.972
6106,0.968
6107,0.766
6108,0.971
6109,0.534
6110,0.974
6111,0.989
6112,0.842
6113,0.875
6114,0.976
6115,0.571
6116,0.973
6117,0.963
6118,0.951
6119,0.732
6120,0.972
6121,0.97
6122,0.938
6123,0.979
6124,0.954
6125,0.867
6126,0.982
6127,0.996
6128,0.957
6129,0.97
6130,0.88
6131,0.899
6132,0.971
6133,0.974
6134,0.984
6135,0.989
6136,0.986
6137,0.899
6138,0.987
6139,0.996
6140,0.933
6141,0.983
6142,0.891
6143,0.965
6144,0.912
6145,0.853
6146,0.971
6147,0.873
6148,0.978
6149,0.995
6150,0.98
6151,0.957
6152,0.969
6153,0.972
6154,0.989
6155,0.986
6156,0.915
6157,0.978
6158,0.992
6159,0.925
6160,0.992
6161,0.966
6162,0.983
6163,0.935
6164,0.873
6165,0.998
6166,0.943
6167,0.951
6168,0.984
6169,0.973
6170,0.91
6171,0.996
6172,0.995
6173,0.977
6174,0.948
6175,0.867
6176,0.77
6177,0.997
6178,0.914
6179,0.953
6180,0.951
6181,0.841
6182,0.943
6183,0.998
6184,0.987
6185,0.833
6186,0.951
6187,0.945
6188,0.826
6189,0.974
6190,0.864
6191,0.977
6192,0.977
6193,0.989
6194,0.969
6195,0.88
6196,0.981
6197,0.954
6198,0.912
6199,0.886
6200,0.918
6201,0.989
6202,0.915
6203,0.952
6204,0.822
6205,0.977
6206,0.975
6207,0.992
6208,0.941
6209,0.96
6210,0.981
6211,0.944
6212,0.783
6213,0.746
6214,0.951
6215,0.898
6216,0.967
6217,0.978
6218,0.933
6219,0.963
6220,0.994
6221,0.976
6222,0.924
6223,0.905
6224,0.959
6225,0.997
6226,0.977
6227,0.867
6228,0.984
6229,0.981
6230,0.842
6231,0.976
6232,0.972
6233,0.998
6234,0.969
6235,0.599
6236,0.996
6237,0.949
6238,0.961
6239,0.975
6240,0.957
6241,0.923
6242,0.952
6243,0.979
6244,0.968
6245,0.91
6246,0.975
6247,0.879
6248,0.979
6249,0.955
6250,0.877
6251,0.917
6252,0.967
6253,0.996
6254,0.992
6255,0.605
6256,0.955
6257,0.987
6258,0.957
6259,0.966
6260,0.799
6261,0.993
6262,0.985
6263,0.876
6264,0.936
6265,0.97
6266,0.949
6267,0.984
6268,0.936
6269,0.994
6270,0.965
6271,0.859
6272,0.944
6273,0.903
6274,0.974
6275,0.988
6276,0.958
6277,0.963
6278,0.949
6279,0.858
6280,0.852
6281,0.966
6282,0.99
6283,0.975
6284,0.99
6285,0.971
6286,0.946
6287,0.981
6288,0.994
6289,0.922
6290,0.975
6291,0.992
6292,0.981
6293,0.961
6294,0.781
6295,0.974
6296,0.989
6297,0.983
6298,0.993
6299,0.942
6300,0.928
6301,0.871
6302,0.994
6303,0.786
6304,0.836
6305,0.948
6306,0.972
6307,0.997
6308,0.855
6309,0.877
