Y,F2,F24,F16,F4,F22,F10,F7,F19,F6,F5,F17
1,2297,91486,137428,44,128218,138341,143022,119703,1000,121177,121875
1,14907,32634,119777,40,129271,128299,303218,118832,1000,119193,119542
1,26339,44518,119777,37,126869,128326,303218,118832,310000,118779,119126
1,122309,26312,121648,38,130893,138223,315517,119703,1000,119650,120347
1,32475,49330,119777,40,126869,128326,303218,118832,1000,119193,119542
1,9255,126519,129793,43,129100,128224,303218,118832,5000,121563,121911
1,819,90517,128144,40,136142,138411,315517,119703,6000,120528,121226
1,3018,52780,119777,34,129100,128224,303218,118832,1000,118779,119126
1,3811,90940,128870,37,127015,138341,142996,119703,1000,120634,121332
1,70297,51133,162793,43,129155,138223,142996,119703,2000,122391,123089
1,4163,89457,135557,39,128575,128299,130723,118832,3000,120306,120654
1,755,30487,157015,52,127801,138298,143241,119703,1000,120386,121083
1,7426,125384,119777,37,126901,127961,303218,118832,1000,119193,119542
1,4003,55267,136457,39,130632,138341,315517,119703,1000,120003,120701
1,43,124336,242854,43,130773,127961,303218,118832,2000,118779,119126
1,193,17679,121648,45,130259,138411,315517,119703,8000,120528,121226
1,67302,88247,121628,34,126504,138074,44319,119722,1000,119622,120321
1,7085,89339,119777,36,126952,128224,303218,118832,1000,118779,119126
1,23173,42310,121648,39,128362,138050,315517,119703,2000,119650,120347
1,232,89917,119777,46,14653,128342,303218,118832,1000,119193,119542
1,56026,46871,119784,42,126461,128075,130186,118851,1000,118759,119106
1,51770,46565,197386,42,126565,139279,317393,121022,1000,128427,129126
1,2336,46601,119777,39,127482,128326,303218,118832,1000,119657,120005
1,49061,16029,136583,33,127172,152838,142485,134581,1000,119797,120496
1,1117,36018,154913,32,126998,138325,143051,119703,1000,120196,120893
1,1343,41771,242854,43,127459,127961,303218,118832,1000,118779,119126
1,5414,90013,242854,52,128542,128342,303218,118832,1000,119193,119542
1,59786,83951,165924,25,127084,138314,149085,120057,1000,138444,139143
1,6245,16680,123218,40,129271,128342,303218,118832,2000,119657,120005
1,6499,17641,198964,38,132003,128342,303218,118832,1000,119193,119542
1,2307,36129,159434,36,286313,138411,143558,119703,1000,122516,123215
1,49425,52229,305276,32,127251,138886,142893,120629,7000,120472,121170
1,5122,27385,303786,44,127015,138298,142996,119703,3000,124810,125509
1,16868,36865,164831,45,130847,128224,131394,118832,1000,119967,120314
0,26027,26919,281314,40,128535,128445,320873,118832,2000,119650,119998
1,11560,46810,148948,47,126504,138105,44319,119848,2000,120312,121010
1,15443,51133,261252,37,127023,138223,27728,119703,1000,121095,121793
1,50107,52916,119777,41,127063,128342,303218,118832,1000,119193,119542
1,62559,38441,148874,43,126795,128075,130186,118851,1000,118844,180952
1,17134,86639,125062,43,126469,128075,32020,118851,1000,124063,124412
1,7537,82889,126273,34,126751,128025,303218,92132,1000,119657,120005
1,3563,26579,124066,44,132750,138223,143693,119703,1000,120838,121535
1,8241,38430,308799,46,127487,138050,142485,119703,3000,119797,120496
1,3254,36261,119777,44,138521,128326,303218,118832,1000,118779,119126
1,1465,10069,122561,41,129271,128342,303218,118832,2000,121563,121911
1,4660,89907,119777,48,129100,128224,303218,118832,1000,118779,119126
1,3811,40976,128870,37,127015,138341,142996,119703,48000,120634,121332
0,8146,48399,119777,37,127405,129090,303218,119933,1000,118779,119126
1,8222,42287,176316,42,130941,128051,282787,118832,1000,120970,121318
0,15821,26934,283185,38,137259,138341,333172,119703,2000,120521,121219
1,5048,51230,135557,43,128675,128342,130723,118832,1000,121370,121718
1,58886,55992,129480,39,127112,138325,143051,119703,1000,120196,120893
1,4941,27385,131147,37,130367,139169,143022,120912,1000,120578,121276
1,70093,90354,283185,34,127023,138223,333172,119703,1000,120521,121219
0,23908,47102,131111,34,126565,139068,44391,120494,2000,121642,122341
1,2127,41561,207612,32,129243,127876,130942,118747,1000,125759,126107
1,782,45844,146342,37,129342,138298,143051,119703,2000,120196,120893
1,14876,85214,121648,34,129159,158797,315517,140540,5000,120064,120763
1,121041,25850,159018,41,126565,141004,317393,122747,1000,120824,283230
1,70280,55992,129480,39,127112,138325,143051,119703,1000,120491,121189
1,3832,33131,271277,36,129372,128290,130697,119161,1000,119270,119617
0,2612,42477,304701,38,128959,128299,16972,118832,1000,129102,129451
1,8802,287530,152670,45,128439,128299,130723,118832,1000,119707,120055
1,5039,84446,314739,39,126912,138341,143022,119703,1000,122088,122786
1,5258,10110,311162,46,135833,128887,130723,119758,1000,119785,120133
1,70,50577,257991,41,128588,138411,143236,119703,11000,120381,121078
1,20004,88229,138058,33,133497,128224,131259,118832,2000,121645,121994
1,44049,33492,143038,37,127843,137960,146514,119703,1000,125414,126112
1,6015,84644,119777,36,24781,128445,303218,118832,1000,119193,119542
1,25918,84971,285398,39,127685,129134,130773,120005,2000,120929,121277
1,54308,89307,119777,38,127852,129301,303218,120172,1000,118779,119126
0,66808,88085,121628,36,126540,138009,44319,119658,1000,119622,120321
1,4921,49441,198568,41,127374,128290,130594,119161,3000,119167,119514
1,50135,95333,149826,28,127056,128326,130697,118832,1000,122400,122748
0,23889,29363,129240,33,126494,129069,32092,119623,1000,120771,121120
1,3089,55041,311887,42,148446,130864,163576,121735,15000,185147,185495
1,2140,30428,129679,32,126540,138122,44319,119668,6000,120312,121010
1,80431,49767,119808,40,126427,128163,130186,119034,1000,118759,119106
1,3028,37295,121648,39,127320,138341,315517,119703,1000,120528,121226
1,139611,43945,161381,37,128330,128573,132083,119444,1000,120656,121003
1,7426,55080,133876,43,127366,138384,143051,119703,1000,120196,120893
1,49128,44513,313461,39,127071,128462,19024,119186,10000,124281,124629
1,28259,82952,160695,36,149002,129170,132087,120041,7000,130102,130450
1,21340,42406,156608,34,128510,138298,142929,119703,1000,120074,309466
1,13865,40981,128870,35,127015,138298,142996,119703,2000,120634,121332
1,13862,43124,312479,35,128544,128326,130630,118832,1000,119396,119744
1,110937,35464,177409,46,131793,139133,142485,120876,1000,119640,120338
1,47895,74857,121697,39,126515,137952,142485,6852,1000,119630,120327
1,5641,91029,163451,45,128218,138341,143558,119703,1000,120703,121400
1,5450,10864,121648,38,127011,138325,315517,119703,1000,120064,120763
1,53194,87655,313312,40,127519,127968,130697,118832,1000,119763,120111
1,70569,29416,119784,42,126433,127910,130186,118781,4000,118759,119106
1,7375,11150,244725,31,127236,138223,315517,119703,1000,119650,120347
1,16989,32634,242854,30,128542,128299,303218,118832,18000,119193,119542
1,4970,101287,122044,46,127078,138298,142893,119703,1000,120038,120735
1,4589,30034,281314,47,128473,128224,320873,118832,13000,119558,119906
1,5260,35130,127724,37,129220,128342,130723,118832,4000,122342,122690
1,15662,53995,195515,42,127172,128752,305094,119623,1000,119953,282009
1,5694,15865,121648,41,129796,138298,315517,119703,1000,120064,120763
1,4973,86037,137428,32,126912,138341,143022,119703,6000,122241,122939
1,13832,27555,135557,43,128147,128342,130723,118832,3000,121370,121718
1,54437,9528,197261,50,126433,128265,32020,118797,1000,119441,119789
1,7238,54329,242854,39,129100,128224,303218,118832,1000,118779,119126
1,36088,38285,286112,33,127255,138384,143236,119703,1000,121593,122291
1,108905,51779,121648,37,128917,139089,315517,120804,2000,119650,120347
1,48838,49856,285477,41,126561,138264,44319,119668,1000,120312,121010
1,13891,91018,121648,39,127441,138050,315517,119703,1000,119650,120347
1,5119,23491,238606,46,136398,128299,130723,118832,2000,119699,120047
1,18273,88558,133372,48,128924,138050,142929,119703,1000,120074,309466
1,4656,44482,119777,44,128536,128342,303218,118832,1000,118779,119126
1,28200,110125,178896,35,128981,138314,315517,120057,1000,119650,120347
1,2317,89384,124978,37,127772,127961,132817,118832,1000,123918,124266
1,3118,35568,168940,37,127148,129255,130186,217576,1000,118926,119275
1,2288,87648,129346,38,127180,128412,131259,118832,1000,124609,124958
1,14892,88383,133876,40,132339,138298,143051,119703,2000,120196,120893
1,29667,38441,119757,37,126461,127975,32020,118846,1000,118751,119100
1,5195,45784,122036,34,127217,138289,142893,120032,1000,120038,120735
1,40969,85214,165924,40,127084,138461,143065,120057,22000,120916,121614
1,2086,49557,278293,37,140417,128075,131483,118851,1000,120065,120413
1,50345,47787,121655,44,126504,138089,142485,119832,1000,119630,120327
1,7087,23955,123797,46,132393,128385,303218,118832,6000,119657,120005
0,4780,51705,121648,47,129283,150598,315517,120804,3000,119650,120347
1,42052,37609,148985,41,127071,128385,303218,118832,1000,119657,120005
1,74928,88056,120131,33,126866,128025,303218,92132,1000,119132,119480
1,101062,47856,119784,40,126433,127918,130186,118789,2000,118759,119106
1,832,88977,121648,37,129171,138223,315517,119703,1000,120528,121226
1,788,25568,304701,39,127730,128299,16972,118832,15000,122467,122815
1,55641,29446,121697,47,126515,138022,142485,119765,1000,119630,120327
0,3915,33232,121648,44,128450,138325,143360,119703,20000,124294,124993
1,95446,84215,119777,47,126751,128025,303218,92132,2000,119193,119542
0,14822,41509,121648,50,128938,138325,315517,119703,4000,119650,120347
1,7364,13812,170236,45,131674,128342,130504,118832,1000,120835,121183
1,57698,41779,282659,35,126494,128256,305094,119127,1000,119814,260394
1,7016,37872,308799,40,127843,137960,143241,119703,2000,129467,130165
1,14880,287530,303405,46,126952,128224,130594,118832,1000,119853,120201
1,5287,43635,207114,39,128905,129596,130723,120467,52000,122940,123288
1,46516,48606,122110,43,126498,137982,142485,119725,1000,119715,182173
1,7697,24852,128109,50,126494,128573,305094,119444,6000,119814,260394
1,5228,42191,135557,30,128147,128342,130723,118832,3000,119707,120055
1,8103,40960,148916,48,127084,128299,303218,118832,2000,119193,119542
0,56681,42367,120239,33,127056,127902,130186,118773,1000,118901,119249
1,816,44061,282659,52,127670,129069,305094,119623,1000,119953,282009
1,5565,24853,272691,46,126494,128040,305094,118773,1000,119814,260394
1,17678,12990,122385,43,132929,128224,130186,118832,1000,118926,119275
1,1480,84438,121648,37,129342,138341,315517,119703,1000,120064,120763
1,7565,13812,215815,41,127482,128051,303218,118832,5000,119657,120005
1,17181,84423,121628,34,126504,137979,44319,119722,2000,119622,120321
1,7461,49318,129281,34,131292,137952,333172,6852,8000,132600,133299
1,19866,14811,125615,44,127516,138384,315517,119703,2000,120528,121226
1,119467,55998,121621,36,126498,137931,44319,119674,3000,119622,120321
1,1589,13812,174506,38,128959,128299,303218,118832,1000,118779,119126
1,55684,55041,132784,31,127105,128040,305094,118773,1000,119953,282009
0,52705,36085,6544,34,127459,127961,16972,118832,1000,120219,120567
1,7615,44719,121648,40,129342,138341,315517,119703,3000,119650,120347
1,4571,82002,243666,36,126791,138168,143236,119911,3000,121593,122291
1,50708,37627,119770,45,126427,128269,32020,119140,2000,118771,119120
1,20400,84442,119777,41,133491,128299,303218,118832,2000,119657,120005
1,51076,61502,170236,35,142806,127902,130504,118773,1000,120835,121183
1,5054,11108,189715,36,128218,138341,146514,119703,1000,123659,124357
1,59330,11106,120314,39,126927,155247,130186,133710,1000,118926,119275
1,3114,42406,144590,46,128932,138298,142961,119703,12000,142591,143289
1,14835,16624,306572,37,127366,138384,29271,119703,3000,129973,130672
1,85512,26627,244725,39,129030,138298,315517,119703,2000,120064,120763
1,17412,16114,120319,35,130556,128412,303218,118832,1000,119193,119542
1,24186,52137,119757,39,126433,128010,32020,118787,1000,118751,119100
1,3991,41717,311565,37,127180,128887,130723,119758,1000,121662,122010
1,7615,90837,121648,40,129342,138341,315517,119703,1000,119650,120347
1,4192,43190,262957,33,126921,138298,143022,119703,1000,121750,122448
1,20398,90230,244725,34,126972,137960,315517,119703,2000,119650,120347
1,52772,84890,131648,40,128976,138050,143022,119703,59000,123811,124509
1,3093,46056,299437,36,129226,127961,130723,118832,1000,122940,123288
1,49887,37366,213794,42,130627,138411,315517,119703,5000,120003,120701
1,16061,11053,273148,46,128604,138298,142996,119703,1000,124810,125509
1,23173,35402,121648,44,128362,138050,315517,119703,3000,120064,120763
1,30551,89294,124978,33,128056,128025,132817,92132,2000,124521,124869
1,55675,49767,140490,39,127243,139279,317393,121022,3000,120739,121437
1,2612,33058,119777,33,132021,128299,303218,118832,1000,119657,120005
1,71221,51168,126745,47,127071,128385,303218,118832,5000,119657,120005
1,4399,90677,283185,36,135575,138211,333172,119954,3000,120521,121219
1,72057,84132,128180,35,127255,128025,130752,92132,1000,119325,119672
1,15920,54618,138860,40,128947,128051,130723,118832,1000,119707,120055
1,1387,38285,121648,45,128716,138050,315517,119703,1000,119650,120347
1,58475,54352,119757,33,126490,128265,32020,118797,1000,118751,119100
1,26357,88738,244725,46,127011,138325,315517,119703,1000,119650,120347
1,12939,28050,121488,45,128118,127929,130186,118800,2000,118844,180952
1,25505,48314,119768,39,126444,127953,32020,5981,1000,118771,119120
1,55959,98987,119925,44,130658,128326,130186,118832,3000,118926,119275
1,70099,53782,121648,46,127007,138384,315517,119703,1000,119650,120347
1,98730,45415,131664,48,129305,138325,315517,119703,1000,122434,123132
1,4968,88258,311162,35,127460,128342,130723,118832,1000,119785,120133
1,28241,51168,128997,40,127071,128462,303218,119186,7000,119193,119542
1,6253,90391,313493,39,126986,128342,130630,118832,1000,119203,308245
1,15787,34686,135557,46,128439,128299,130723,118832,10000,120306,120654
1,15430,82349,129577,34,136254,128342,130937,118832,1000,120722,121070
1,17202,26320,126999,47,126944,128342,130697,118832,9000,119763,120111
1,5128,51305,302007,32,129657,129134,130723,120005,1000,119296,119643
1,5271,15309,303878,41,127280,138341,143022,119703,2000,121177,121875
1,51156,9137,242854,45,128517,128412,303218,118832,1000,119193,119542
1,4735,85026,294661,42,126972,137960,315517,119703,7000,120064,120763
1,8524,45094,125615,35,126940,138325,315517,119703,1000,120528,121226
1,121943,16097,119777,36,127482,128326,303218,118832,8000,119193,119542
1,69243,26445,119777,37,127370,128051,303218,118832,1000,118779,119126
1,1430,89922,124223,41,127730,128040,130752,118773,1000,121825,122173
1,20499,47256,204414,43,126469,128219,32020,119090,11000,119441,119789
1,2266,36021,122935,38,127070,138411,143782,119703,1000,120936,121634
1,6238,11074,122562,52,130194,128326,303218,118832,3000,121563,121911
1,4606,13812,119777,37,126952,128224,303218,118832,1000,119193,119542
1,49611,125149,122701,43,127011,138325,143558,119703,2000,122516,123215
1,7059,53382,121648,38,127155,139089,315517,120804,1000,120064,120763
1,77984,62819,121655,39,126561,138074,142485,119722,1000,119630,120327
0,71233,12963,120656,41,126953,128385,303218,118832,3000,119657,120005
1,21716,51906,120066,43,126444,128192,130186,119063,2000,119067,119415
1,1933,28859,119777,39,127730,128299,303218,118832,1000,119193,119542
1,53208,117631,202185,44,28321,128299,130630,118832,10000,119203,308245
1,8640,13812,119777,43,152080,129090,303218,119933,1000,119193,119542
1,6236,89845,121648,44,129283,138223,315517,119703,7000,120064,120763
1,3037,126350,244725,37,129171,138223,315517,119703,1000,119650,120347
1,46495,10106,150868,46,156999,129255,32020,118832,1000,120650,120999
1,15399,24853,132784,33,126494,129280,305094,120151,1000,119953,282009
1,4951,14310,313493,40,127007,128299,130723,118832,1000,120879,121227
1,25808,55746,131598,41,126561,138005,44319,119748,41000,120312,121010
1,7000,24809,281314,28,127332,128299,320873,118832,1000,119650,119998
1,70205,89277,125900,43,126673,138050,143236,119703,1000,120381,121078
1,2391,198766,281314,39,127050,127961,320873,118832,1000,119558,119906
1,31020,40971,277484,45,127359,127882,32092,118753,1000,120906,121254
1,4755,87455,121648,34,128937,138444,315517,119703,8000,120064,120763
1,7571,48080,120656,40,126952,128224,303218,118832,1000,119657,120005
1,83291,88314,121641,44,126498,138162,44319,249694,3000,119642,120341
1,3508,27444,132916,45,126662,138168,295086,119911,1000,119788,120485
1,1773,52568,148620,44,127772,127961,130942,118832,1000,126666,127014
1,4163,41407,224996,41,128575,128299,130723,118832,1000,119707,120055
1,133838,25154,121648,34,127155,139089,315517,120804,3000,119650,120347
1,5214,86037,135796,38,133636,138384,333172,119703,1000,120429,121127
1,18487,35818,146329,31,127441,138050,29271,119703,2000,123338,124036
1,50824,48399,170236,37,128510,128445,130504,118832,2000,120835,121183
1,4987,89228,260857,41,127531,138341,143022,119703,1000,120570,121268
0,278600,101955,122310,29,126561,138601,44319,120344,3000,120312,121010
1,16793,84548,294661,37,148297,150598,315517,120804,1000,119650,120347
1,55156,30500,303878,31,131745,139089,143072,120804,2000,120217,136537
1,255074,85214,211837,39,132276,138314,315517,120057,1000,120528,121226
1,133454,50092,138990,41,127685,128212,130773,119083,1000,120929,121277
1,979,83350,122701,44,129342,137901,143558,119644,2000,120703,121400
1,17731,42331,119777,36,130822,128224,303218,118832,1000,118779,119126
1,86317,52914,119777,44,128867,128326,303218,118832,1000,118779,119126
1,4750,53782,310146,43,129018,138050,142929,119703,2000,120074,309466
1,2578,84092,244725,40,127476,138341,315517,119703,3000,119650,120347
1,5080,121788,314739,43,127078,138298,143022,119703,1000,121750,122448
1,17796,86762,124058,38,130627,138411,333172,119703,1000,120429,121127
1,4529,12990,119777,41,127730,128299,303218,118832,1000,119193,119542
1,50074,35568,312603,35,126444,127893,32020,118764,1000,118771,119120
1,1830,54624,138236,44,130556,128412,303218,118832,1000,121563,121911
1,4990,36129,226867,39,128746,138341,143022,119703,1000,122241,122939
0,7615,84446,121648,42,129342,138341,315517,119703,1000,120064,120763
1,15454,47619,119784,39,126490,128216,130186,119087,1000,118759,119106
1,59439,42375,123879,39,127056,128326,130697,118832,2000,119736,120084
1,17126,41073,125062,41,126469,33778,32020,118945,1000,124063,124412
1,14907,89774,198155,39,126986,128299,132817,118832,1000,123918,124266
1,49392,85013,120677,42,127303,128752,130773,119623,1000,119678,120026
1,2799,114609,132005,39,127332,128299,130752,118832,2000,119620,119968
1,53356,54579,131956,40,130764,127961,303218,118832,2000,120822,121170
1,139611,26070,240090,46,128872,128224,132083,118832,1000,120656,121003
1,1252,55926,130230,42,128791,138325,142996,119703,1000,120634,121332
1,1856,84215,313493,36,127445,128385,130630,118832,1000,119396,119744
1,785,10108,124978,43,129271,128342,132817,118832,8000,124521,124869
1,5689,14811,128144,37,37238,138298,315517,119703,5000,120528,121226
1,16678,49584,297116,47,126561,137938,44319,119671,3000,120312,121010
1,4730,26320,271277,49,126944,128342,130697,118832,2000,123939,124288
1,56230,45086,121648,42,129030,138298,315517,119703,2000,120528,121226
1,50490,47856,119784,36,126427,128079,32020,118950,1000,118751,119100
1,136,36532,306572,44,150765,139919,29271,121662,2000,129973,130672
1,4982,26742,174798,37,126980,138298,143236,119703,1000,120381,121078
1,29917,30429,121759,46,128189,137925,142485,119668,4000,119715,182173
1,20400,23862,281314,50,133491,128299,320873,118832,1000,119650,119998
1,16151,43430,160161,38,131221,127953,32020,5981,22000,159162,159510
1,807,28367,306572,47,127801,138298,29271,119703,4000,129973,130672
1,15427,34057,121796,43,128646,138298,142485,119703,1000,119797,120496
1,57717,23015,119750,29,126427,127935,32020,118806,1000,118751,119100
1,70206,84352,144724,47,127255,138384,142803,119703,1000,120061,120760
1,19682,29765,244725,47,127101,138411,315517,119703,2000,120528,121226
1,61194,47619,119784,44,126444,130215,130186,119453,2000,118769,119117
1,79129,125117,233504,41,128494,128342,130630,118832,1000,120800,121149
1,53292,52804,195371,38,129171,140863,333172,122606,2000,120521,121219
1,7713,30406,122148,39,127801,138341,333172,119703,1000,120429,121127
1,6234,25328,308270,37,126877,128326,130942,118832,3000,125759,126107
1,17431,84067,121648,47,130627,138411,315517,119703,3000,120064,120763
1,71424,85214,127255,43,127142,138384,315517,119703,1000,120064,120763
1,54653,36460,122195,44,127787,128224,131394,118832,3000,123721,124070
1,2278,54462,135557,46,128147,128342,130723,118832,1000,121370,121718
1,15842,33097,122195,47,128872,128224,131394,118832,1000,123721,124070
1,17458,88229,120434,35,126591,127943,282787,118814,2000,119436,119784
1,11566,30430,121655,38,126561,137938,142485,119671,1000,119630,120327
1,13864,51426,120656,41,128565,128051,135910,118832,1000,124483,124830
1,17636,36429,123257,34,134686,128051,136435,118832,1000,134590,134939
1,17948,26986,122476,37,126494,128445,32092,118832,1000,119684,120032
1,16587,52895,306336,42,129108,128326,130942,118832,1000,121860,122209
1,838,51230,242854,47,132268,128299,303218,118832,1000,119193,119542
1,7387,44513,119777,39,127445,128385,303218,118832,1000,118779,119126
1,22636,83682,135603,47,127762,138341,333172,119703,1000,120429,121127
1,27935,48117,121628,47,126561,138105,44319,119848,9000,119622,120321
1,311714,54581,122862,42,127056,128040,130697,118773,3000,121863,122211
1,50659,29429,119784,34,126490,128123,130186,118797,5000,118759,119106
1,114526,14811,121648,26,128588,138411,315517,119703,1000,120528,121226
1,2345,13812,128356,41,127730,128299,16972,118832,1000,122467,122815
1,20163,90692,178542,35,129297,138384,143236,119703,1000,120381,121078
1,8184,14811,121648,37,154044,138325,315517,119703,2000,120064,120763
1,31090,35574,119784,36,126444,128579,130186,119083,1000,118759,119106
1,17967,50148,124347,35,126565,138444,44391,119703,1000,120555,121253
0,17651,53156,121786,38,126662,138039,295086,119644,2000,119788,120485
1,17011,53641,122190,37,127801,138298,315517,119703,1000,120064,120763
1,55669,29859,159140,46,126498,137889,44319,119632,3000,119642,120341
1,258,89012,119777,41,126953,128385,303218,118832,11000,118779,119126
1,7407,30855,154178,37,127295,128385,130752,118832,1000,119325,119672
0,57568,87436,253446,42,126565,138581,317393,120324,2000,120018,120716
1,7407,24502,154178,40,127295,128385,130752,118832,1000,119325,119672
1,2051,43286,131267,33,126524,137960,143558,119703,1000,122516,123215
1,23129,46918,192721,38,127184,129691,131994,120562,5000,123840,124188
1,3103,34415,238606,44,135833,128299,130723,118832,5000,119699,120047
1,51156,10974,121648,42,130632,138341,315517,119703,1000,120064,120763
1,87928,84215,120131,27,128056,128025,303218,92132,3000,119150,119499
1,22495,52221,310146,49,129297,137960,142929,119703,1000,120074,309466
1,4971,42191,312868,45,127460,128342,130723,118832,2000,121217,121565
1,5944,82251,313312,43,132719,128445,130697,118832,1000,119763,120111
1,136189,35130,119768,43,127180,128725,130723,119596,2000,125292,125640
1,56155,36344,271277,39,127411,128326,130697,118832,1000,119270,119617
1,8588,90935,121648,45,127134,139089,315517,120804,1000,119650,120347
0,53307,36892,119768,42,126461,128219,32020,119090,4000,118751,119100
1,52158,54528,237878,36,133205,128887,130594,119758,1000,119853,120201
1,70301,42406,315364,40,127057,138341,142929,119703,12000,120267,120965
1,15842,24857,122195,34,128872,128224,131394,118832,5000,123721,124070
1,15579,41577,303786,39,127015,138298,142996,119703,1000,120141,120838
0,4663,44569,121648,40,128592,138050,315517,119703,1000,120528,121226
1,95516,82337,230004,38,127112,146973,295086,128716,17000,134436,135134
1,9996,53253,131306,35,126540,138741,44319,120484,2000,120312,121010
1,16925,90487,151788,39,133682,128412,134331,118832,5000,150789,151137
1,16868,25904,129348,39,130847,128224,131394,118832,1000,121464,121812
1,2649,30500,121648,48,132521,138384,315517,119703,1000,119650,120347
1,4696,90274,244725,42,129283,138223,315517,119703,1000,119650,120347
1,8692,94560,129793,37,128867,128326,303218,118832,5000,121563,121911
1,69374,45060,224730,45,127112,140139,317393,121882,4000,120018,120716
1,53259,86796,119784,42,126427,127983,32020,118854,1000,118751,119100
1,50824,37286,182500,38,128510,128445,130504,118832,1000,120835,121183
1,2089,198766,141173,47,127050,127961,131061,118832,1000,123423,123772
0,95497,50731,228133,45,127041,128326,282787,118832,1000,133565,133913
1,53356,90394,129001,32,130764,127961,320873,118832,1000,119650,119998
1,8625,16680,132005,36,126952,128224,130752,118832,2000,119620,119968
1,50824,82673,170236,37,128510,128445,130504,118832,2000,120835,121183
0,14675,33083,121648,42,127612,138050,315517,119703,1000,120528,121226
1,25313,45288,121648,45,130367,138341,315517,119703,4000,120064,120763
1,6472,88229,242854,43,127405,128342,303218,118832,1000,118779,119126
1,51161,30500,130165,41,127251,138298,143022,119703,1000,120167,120864
1,18704,10157,174506,40,130432,128385,303218,118832,2000,118779,119126
1,1949,85970,291740,40,126662,139133,142485,120876,1000,119640,120338
1,2328,25166,124406,40,129283,138223,142929,119703,4000,120641,124739
1,10056,35548,119826,32,126444,128023,130186,118894,1000,118759,119106
1,4010,27414,313436,31,127251,138886,143022,120629,1000,122533,123231
1,25636,36261,312479,41,126869,128326,130630,118832,1000,119396,119744
1,6108,100665,121648,43,130627,138411,315517,119703,1000,120064,120763
1,41831,89679,143939,40,127834,138461,143065,120057,1000,122509,123207
1,3893,86495,119777,43,128867,128326,303218,118832,3000,119193,119542
1,46261,35950,124695,45,126998,138325,143051,119703,2000,122696,123394
1,58867,87542,127609,39,127041,128326,130752,118832,3000,119325,119672
1,17853,88229,143371,44,126952,128224,130752,118832,1000,119325,119672
1,79421,46930,294066,52,126427,127983,32020,118854,2000,119441,119789
1,26060,51645,209519,41,126866,133329,131994,123403,1000,140838,141186
1,6084,13989,121648,44,128990,138411,315517,119703,1000,120064,120763
1,15416,36037,141040,41,127124,128169,132083,119040,1000,131352,131700
1,2962,48470,134646,34,128345,128342,15429,118832,1000,120616,120964
1,4388,40538,119777,40,127063,128342,303218,118832,2000,119193,119542
1,7435,109659,121648,34,128544,138223,315517,119703,1000,120064,120763
1,3710,39093,119777,45,134778,128412,303218,118832,2000,119657,120005
1,26357,41884,121648,34,127011,138325,315517,119703,1000,120064,120763
1,632,9528,119784,43,126433,128123,130186,118797,1000,118759,119106
1,59439,94825,138888,37,128716,138050,142803,119703,1000,135050,135748
1,8026,43954,119777,39,126869,128177,303218,118758,1000,119193,119542
1,4163,33127,305588,37,128575,128299,130630,118832,1000,119203,308245
1,4604,14811,172107,42,127134,138298,142803,119703,2000,120061,120760
1,20260,55127,121593,34,127172,129280,305094,120151,1000,118819,119167
1,27634,46576,157614,40,128848,128326,130911,118832,2000,138841,139190
1,2630,16114,119777,33,132450,128326,303218,118832,1000,119193,119542
1,7302,107156,126849,39,128218,138341,143558,119703,1000,122516,123215
1,8152,127206,121648,47,126822,138024,315517,93003,1000,119650,120347
1,3901,46053,120656,43,128536,128342,303218,118832,1000,119657,120005
1,4606,84039,119777,40,126952,128224,303218,118832,4000,118779,119126
1,51324,11108,199032,47,128218,138341,143022,119703,1000,122088,122786
1,7584,86984,176377,40,127553,138325,315517,119703,4000,119650,120347
1,72365,25336,119777,48,128919,128412,303218,118832,3000,118779,119126
1,106667,14811,121648,29,127762,138989,315517,120732,1000,120064,120763
1,73859,84215,313249,41,149002,128315,132087,119186,1000,130102,130450
1,73834,84215,293352,35,127013,129170,130766,120041,1000,119339,119686
1,7569,28888,119777,40,127416,128051,303218,118832,2000,119193,119542
1,13846,32957,126999,41,126944,128299,130697,118832,1000,119763,120111
1,2021,44402,236723,49,126927,128550,130937,119421,1000,119510,119857
1,5038,37921,132320,41,131675,138298,143022,119703,1000,121750,122448
1,16856,54631,138236,43,128919,128412,303218,118832,1000,121563,121911
1,311720,44318,153106,38,133276,138886,143022,120629,11000,120167,120864
1,4309,42406,126849,32,129286,138341,145116,119703,1000,124789,125487
1,57122,15030,302474,43,127101,140684,131483,131555,1000,122245,122593
1,3771,91121,308799,45,128679,138298,146514,119703,5000,125414,126112
1,18242,40578,126999,34,127519,127968,130697,118832,1000,119763,120111
1,59018,26445,119768,37,126469,128181,32020,119052,3000,119441,119789
1,1427,82357,120830,41,129271,128299,131259,118832,1000,119832,120179
1,1403,48752,132005,41,126494,127902,130752,118773,2000,129295,129643
1,54702,10869,281314,39,127459,127961,320873,118832,1000,119410,119757
1,6254,47707,125669,39,126948,138325,143065,119703,2000,125394,126093
1,6296,10108,119777,41,129271,128342,303218,118832,2000,119193,119542
1,101871,47921,128825,41,130336,139133,274216,120876,1000,122355,123053
1,23237,85970,121648,49,131745,138341,315517,119703,2000,120528,121226
1,46477,41407,182122,35,126494,127943,305094,118814,1000,119147,119495
1,20528,50372,119768,45,126461,128219,32020,119090,1000,118751,119100
1,123057,11156,121648,43,127134,138298,315517,119703,5000,120064,120763
1,21574,45868,119768,42,126490,128006,32020,118877,3000,118771,119120
