Y,F2,F3,F4,F5,F6,F7,F8,F10,F11,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,poly_f2,poly_f24,poly_f2*f24,poly_f2^2,poly_f24^2
1,15941,0,32,120381,1000,143236,1,138050,1,1,125551,121078,1,119703,1,1,126673,1,55279,15941.0,55279.0,254115481.0,881202539.0,3055767841.0
1,139630,0,40,121527,1000,144382,3,138572,1,1,163252,122224,1,120315,1,1,128401,1,30134,139630.0,30134.0,19496536900.0,4207610420.0,908057956.0
1,51786,0,49,120018,1000,317393,1,138572,1,1,169536,120716,2,120315,1,1,126565,1,48996,51786.0,48996.0,2681789796.0,2537306856.0,2400608016.0
1,5469,0,46,120528,1000,315517,1,138325,1,1,121648,121226,1,119703,1,1,127011,1,45060,5469.0,45060.0,29909961.0,246433140.0,2030403600.0
1,17279,0,43,118926,1000,130186,1,128342,1,1,122109,119275,1,118832,1,1,127382,1,51230,17279.0,51230.0,298563841.0,885203170.0,2624512900.0
1,126582,0,35,122533,2000,143022,1,139073,2,1,130288,123231,1,119905,1,1,127696,1,52730,126582.0,52730.0,16023002724.0,6674668860.0,2780452900.0
1,2427,0,33,120822,1000,303218,1,127961,1,1,125041,121170,1,118832,1,1,126453,2,34879,2427.0,34879.0,5890329.0,84651333.0,1216544641.0
1,148235,0,39,119797,1000,142485,1,138298,1,1,123980,120496,1,119703,1,1,127251,1,25200,148235.0,25200.0,21973615225.0,3735522000.0,635040000.0
1,18468,0,36,119193,32000,303218,1,128051,1,1,120192,119542,1,118832,1,1,127370,1,34814,18468.0,34814.0,341067024.0,642944952.0,1212014596.0
1,3136,0,42,121662,4000,130723,1,128299,1,1,310994,122010,1,118832,1,1,127007,1,54581,3136.0,54581.0,9834496.0,171166016.0,2979085561.0
1,8625,0,40,119193,1000,303218,1,128224,1,1,119777,119542,1,118832,1,1,126952,1,53955,8625.0,53955.0,74390625.0,465361875.0,2911142025.0
1,17251,0,44,124810,1000,142996,1,138223,1,1,173728,125509,1,119703,1,1,129155,1,90898,17251.0,90898.0,297597001.0,1568081398.0,8262446404.0
1,124936,0,35,120634,2000,142996,1,138325,1,2,185969,121332,1,119703,1,1,128791,1,55580,124936.0,55580.0,15609004096.0,6943942880.0,3089136400.0
1,57151,0,52,118751,2000,32020,1,128075,1,1,119757,119100,1,118851,1,2,126461,1,61820,57151.0,61820.0,3266236801.0,3533074820.0,3821712400.0
1,6757,0,35,121400,23000,19024,1,127968,1,1,299937,121748,1,118832,1,1,15274,1,33127,6757.0,33127.0,45657049.0,223839139.0,1097398129.0
1,46122,0,39,121433,3000,130942,1,128326,1,1,306336,121781,1,118832,1,1,129108,1,43163,46122.0,43163.0,2127238884.0,1990763886.0,1863044569.0
1,2297,0,45,122241,6000,143022,1,138341,1,1,137428,122939,1,119703,1,1,128218,1,51514,2297.0,51514.0,5276209.0,118327658.0,2653692196.0
1,76548,0,43,118751,1000,32020,1,128003,1,1,119750,119100,1,118874,1,1,126427,1,87457,76548.0,87457.0,5859596304.0,6694658436.0,7648726849.0
1,46544,0,39,123939,5000,130697,1,128299,1,1,271277,124288,1,118832,1,1,128533,1,90595,46544.0,90595.0,2166343936.0,4216653680.0,8207454025.0
1,55914,0,28,120065,1000,131483,1,33778,1,1,121063,120413,1,118945,1,2,140417,1,49557,55914.0,49557.0,3126375396.0,2770930098.0,2455896249.0
1,5748,0,41,121451,1000,131061,1,128445,1,1,139364,121799,1,118832,1,1,128147,1,34346,5748.0,34346.0,33039504.0,197420808.0,1179647716.0
1,145356,0,36,119650,1000,315517,1,138594,1,1,121648,120347,2,120337,1,1,128613,1,13963,145356.0,13963.0,21128366736.0,2029605828.0,194965369.0
1,3108,3,49,186018,1000,175875,1,140863,1,1,313758,186716,1,122606,1,1,148517,1,42054,3108.0,42054.0,9659664.0,130703832.0,1768538916.0
1,7407,0,34,119620,3000,130752,1,128385,1,1,241523,119968,1,118832,2,1,127295,2,54474,7407.0,54474.0,54863649.0,403488918.0,2967416676.0
1,16042,0,43,123939,2000,130697,1,128299,1,1,271277,124288,1,118832,1,1,128533,1,50440,16042.0,50440.0,257345764.0,809158480.0,2544193600.0
1,4207,0,40,119193,1000,303218,1,128342,1,1,119777,119542,1,118832,1,1,128536,1,12990,4207.0,12990.0,17698849.0,54648930.0,168740100.0
1,7111,1,47,120528,1000,315517,1,138050,1,1,220024,121226,1,119703,1,1,128716,1,83942,7111.0,83942.0,50566321.0,596911562.0,7046259364.0
1,7375,0,33,120064,1000,315517,1,138223,1,1,122190,120763,1,119703,1,1,128544,1,55788,7375.0,55788.0,54390625.0,411436500.0,3112300944.0
1,3163,0,42,118926,2000,130186,1,128299,1,1,119925,119275,1,118832,1,1,90025,1,84971,3163.0,84971.0,10004569.0,268763273.0,7220070841.0
1,16004,0,40,120528,5000,315517,1,138298,1,1,121648,121226,1,119703,1,1,133562,1,85444,16004.0,85444.0,256128016.0,1367445776.0,7300677136.0
1,56211,0,45,119193,6000,303218,1,128299,1,1,119777,119542,1,118832,1,1,128959,1,311186,56211.0,311186.0,3159676521.0,17492076246.0,96836726596.0
1,4292,0,42,120224,1000,15429,1,128326,1,1,259381,120572,1,118832,1,1,127293,1,83955,4292.0,83955.0,18421264.0,360334860.0,7048442025.0
1,16940,0,34,119193,1000,303218,1,127961,1,1,120319,119542,1,118832,1,1,127050,1,82326,16940.0,82326.0,286963600.0,1394602440.0,6777570276.0
1,91416,0,31,120374,2000,130186,1,128219,1,2,181922,120723,1,119090,1,1,126469,1,35568,91416.0,35568.0,8356885056.0,3251484288.0,1265082624.0
1,239,0,37,119193,1000,303218,1,128412,1,1,119777,119542,1,118832,2,1,128919,1,43210,239.0,43210.0,57121.0,10327190.0,1867104100.0
1,17307,0,40,120570,1000,143022,1,138298,1,1,154532,121268,1,119703,1,1,137450,1,27385,17307.0,27385.0,299532249.0,473952195.0,749938225.0
1,2111,0,42,120936,5000,143782,2,138440,1,1,212202,121634,1,120183,1,1,126998,1,35234,2111.0,35234.0,4456321.0,74378974.0,1241434756.0
1,14837,0,37,120528,2000,315517,1,137960,2,1,121648,121226,1,119703,1,1,126972,1,12924,14837.0,12924.0,220136569.0,191753388.0,167029776.0
1,81831,0,47,124294,1000,143360,1,138050,1,1,163424,124993,1,119703,1,1,128592,1,54088,81831.0,54088.0,6696312561.0,4426075128.0,2925511744.0
1,15435,0,30,127556,1000,305094,1,129255,1,1,132784,127905,2,118832,1,1,129492,1,88436,15435.0,88436.0,238239225.0,1365009660.0,7820926096.0
1,824,0,40,118779,9000,303218,1,128299,1,1,119777,119126,1,118832,1,1,132268,1,87376,824.0,87376.0,678976.0,71997824.0,7634565376.0
1,41777,0,52,119657,1000,303218,1,128462,1,1,128997,120005,1,119186,1,1,127763,1,84776,41777.0,84776.0,1745317729.0,3541686952.0,7186970176.0
1,23154,0,45,118779,1000,303218,1,128385,1,2,119777,119126,1,118832,1,1,130510,1,84215,23154.0,84215.0,536107716.0,1949914110.0,7092166225.0
1,30836,0,47,119630,1000,142485,1,138218,1,1,121628,120327,2,119961,1,1,126841,1,47787,30836.0,47787.0,950858896.0,1473559932.0,2283597369.0
1,4766,0,37,119797,2000,142485,1,138298,1,1,122185,120496,1,119703,1,1,134441,1,28554,4766.0,28554.0,22714756.0,136088364.0,815330916.0
1,7647,0,40,119650,1000,315517,1,138325,1,2,121648,120347,1,119703,1,2,129003,1,41749,7647.0,41749.0,58476609.0,319254603.0,1742979001.0
1,11970,0,39,120074,3000,142929,1,138341,1,1,298227,309466,1,119703,1,1,127762,1,44301,11970.0,44301.0,143280900.0,530282970.0,1962578601.0
1,15578,0,45,120824,1000,317393,1,138572,1,1,131165,283230,1,120315,1,1,127176,1,46616,15578.0,46616.0,242674084.0,726184048.0,2173051456.0
1,51411,0,35,118751,1000,32020,1,128079,1,1,120048,119100,1,118950,1,1,126427,1,53014,51411.0,53014.0,2643090921.0,2725502754.0,2810484196.0
1,3875,0,41,120064,1000,315517,1,138223,1,1,121648,120763,1,119703,1,1,128544,1,45060,3875.0,45060.0,15015625.0,174607500.0,2030403600.0
1,4551,0,48,118779,1000,303218,1,128342,1,1,119777,119126,1,118832,1,1,127249,1,13812,4551.0,13812.0,20711601.0,62858412.0,190771344.0
1,50446,0,48,118759,1000,130186,1,128090,1,1,119784,119106,1,118961,1,1,126461,1,10157,50446.0,10157.0,2544798916.0,512380022.0,103164649.0
1,3350,0,35,118779,1000,303218,1,128342,1,1,119777,119126,1,118832,1,1,130296,1,16680,3350.0,16680.0,11222500.0,55878000.0,278222400.0
1,15657,0,43,119953,11000,305094,1,128040,1,1,282659,282009,1,118773,1,1,127172,1,49016,15657.0,49016.0,245141649.0,767443512.0,2402568256.0
1,118637,0,29,118779,1000,303218,1,128342,1,1,119777,119126,1,118832,1,1,127691,1,48399,118637.0,48399.0,14074737769.0,5741912163.0,2342463201.0
1,1637,0,33,120634,4000,142996,1,138325,1,1,315183,121332,1,119703,1,1,127127,1,47464,1637.0,47464.0,2679769.0,77698568.0,2252831296.0
1,5559,0,41,119193,1000,303218,1,128299,1,1,119777,119542,1,118832,1,1,127063,1,82287,5559.0,82287.0,30902481.0,457433433.0,6771150369.0
1,66880,1,38,119630,5000,142485,1,138148,1,1,121655,120327,1,119658,1,1,126561,1,48840,66880.0,48840.0,4472934400.0,3266419200.0,2385345600.0
1,27251,2,38,120429,160000,333172,1,138384,2,1,283185,121127,1,119703,1,1,127312,1,85214,27251.0,85214.0,742617001.0,2322166714.0,7261425796.0
1,23218,0,43,119558,2000,320873,1,128342,1,1,122187,119906,1,118832,1,1,131674,1,32233,23218.0,32233.0,539075524.0,748385794.0,1038966289.0
1,51175,0,36,120064,1000,315517,1,138411,2,1,121648,120763,1,119703,1,1,128588,1,54363,51175.0,54363.0,2618880625.0,2782026525.0,2955335769.0
1,4569,0,40,119296,1000,130723,1,128342,1,1,302007,119643,1,118832,1,1,127382,1,41407,4569.0,41407.0,20875761.0,189188583.0,1714539649.0
1,5586,0,44,119620,3000,130752,1,131785,1,1,132578,119968,1,122656,1,1,127041,1,46113,5586.0,46113.0,31203396.0,257587218.0,2126408769.0
1,3059,0,38,118926,2000,130186,1,128051,1,1,119925,119275,1,118832,1,1,126602,1,26445,3059.0,26445.0,9357481.0,80895255.0,699338025.0
1,51076,0,38,120835,1000,130504,1,127902,1,1,170236,121183,1,118773,1,1,142806,1,34451,51076.0,34451.0,2608757776.0,1759619276.0,1186871401.0
1,1189,0,36,120607,4000,142996,1,138039,1,1,308799,121305,1,119644,1,1,127482,1,83247,1189.0,83247.0,1413721.0,98980683.0,6930063009.0
1,232,1,39,118779,1000,303218,1,128342,1,1,119777,119126,1,118832,1,1,14653,1,13812,232.0,13812.0,53824.0,3204384.0,190771344.0
1,2967,1,38,122434,1000,315517,1,138341,1,1,140107,123132,1,119703,1,1,127320,1,46616,2967.0,46616.0,8803089.0,138309672.0,2173051456.0
1,4990,0,39,122241,2000,143022,1,138341,1,1,226867,122939,2,119703,1,1,128746,1,89228,4990.0,89228.0,24900100.0,445247720.0,7961635984.0
1,49692,0,46,120064,2000,315517,1,138444,1,1,121648,120763,1,119703,1,1,131170,1,85970,49692.0,85970.0,2469294864.0,4272021240.0,7390840900.0
0,17281,0,33,120528,1000,315517,1,138050,1,1,130868,121226,1,119703,1,1,129018,1,44569,17281.0,44569.0,298632961.0,770196889.0,1986395761.0
1,5085,1,45,121671,1000,142929,1,138298,1,1,314350,122370,1,119703,1,1,127078,1,15309,5085.0,15309.0,25857225.0,77846265.0,234365481.0
1,6057,0,45,118751,1000,32020,1,128101,1,1,143644,119100,1,118761,1,1,126427,1,52820,6057.0,52820.0,36687249.0,319930740.0,2789952400.0
1,4584,0,34,118844,2000,130186,1,129090,1,1,119777,180952,1,119933,1,1,127541,1,16114,4584.0,16114.0,21013056.0,73866576.0,259660996.0
1,3893,0,33,119193,1000,303218,1,128326,1,1,119777,119542,1,118832,1,1,128867,1,25378,3893.0,25378.0,15155449.0,98796554.0,644042884.0
1,2386,0,36,119650,2000,315517,1,137960,1,1,121647,120347,1,119703,1,1,127121,1,199765,2386.0,199765.0,5692996.0,476639290.0,39906055225.0
1,17251,0,48,124810,1000,142996,1,138223,1,1,173728,125509,1,119703,1,1,129155,1,44231,17251.0,44231.0,297597001.0,763028981.0,1956381361.0
1,47946,0,41,118751,1000,32020,1,128717,1,1,120121,119100,1,119588,1,1,126444,1,47617,47946.0,47617.0,2298818916.0,2283044682.0,2267378689.0
1,4942,0,41,119046,1000,261917,1,128299,1,1,224996,119393,1,118832,1,1,128693,1,10109,4942.0,10109.0,24423364.0,49958678.0,102191881.0
1,19929,0,42,119640,1000,142485,1,137992,1,1,121655,120338,1,119735,1,1,126515,1,48604,19929.0,48604.0,397165041.0,968629116.0,2362348816.0
1,13238,0,37,120312,3000,44319,1,137950,1,1,122310,121010,1,119693,1,1,126561,1,52221,13238.0,52221.0,175244644.0,691301598.0,2727032841.0
1,60845,1,42,120970,1000,282787,1,128573,1,1,167444,121318,1,119444,1,1,128330,1,84020,60845.0,84020.0,3702114025.0,5112196900.0,7059360400.0
1,3279,0,43,119650,1000,315517,1,138341,1,1,121648,120347,1,119703,1,1,127134,1,14811,3279.0,14811.0,10751841.0,48565269.0,219365721.0
1,5053,0,38,122533,1000,143022,1,138341,1,1,254079,123231,1,119703,1,1,130330,1,42406,5053.0,42406.0,25532809.0,214277518.0,1798268836.0
0,3563,0,43,124592,10000,143693,1,138223,1,1,124066,125291,1,119703,1,1,128943,1,27069,3563.0,27069.0,12694969.0,96446847.0,732730761.0
1,6257,0,38,124013,1000,143241,2,138325,1,1,126012,124711,1,119703,1,1,130265,2,49654,6257.0,49654.0,39150049.0,310685078.0,2465519716.0
1,17616,0,48,136682,4000,130630,1,128299,1,1,178700,137030,1,118832,1,1,127180,1,35130,17616.0,35130.0,310323456.0,618850080.0,1234116900.0
0,17765,0,43,120061,1000,142803,1,138444,1,1,172107,120760,1,119703,1,1,128606,1,45042,17765.0,45042.0,315595225.0,800171130.0,2028781764.0
1,3685,0,28,120578,2703000,143022,1,138298,1,1,312865,121276,1,119703,1,1,127251,1,34057,3685.0,34057.0,13579225.0,125500045.0,1159879249.0
1,56238,1,46,120021,2000,315517,2,138024,1,1,122002,120720,1,93003,1,1,127366,1,43277,56238.0,43277.0,3162712644.0,2433811926.0,1872898729.0
1,6882,0,40,125428,1000,31323,2,137967,1,1,127427,126126,1,119703,1,1,15345,1,88881,6882.0,88881.0,47361924.0,611679042.0,7899832161.0
1,2035,0,48,118779,2000,303218,1,128326,1,1,119777,119126,1,118832,1,1,130194,1,13812,2035.0,13812.0,4141225.0,28107420.0,190771344.0
1,2266,0,45,120936,3000,143782,1,138298,1,1,138878,121634,1,119703,1,1,127070,1,36021,2266.0,36021.0,5134756.0,81623586.0,1297512441.0
1,126905,0,44,119953,1000,305094,1,132532,1,1,282659,282009,1,123403,1,1,126494,1,82691,126905.0,82691.0,16104879025.0,10493901355.0,6837801481.0
1,2612,0,48,119657,1000,303218,1,128299,1,1,242854,120005,1,118832,1,1,128959,1,24073,2612.0,24073.0,6822544.0,62878676.0,579509329.0
1,2703,0,37,118819,3000,305094,1,132973,1,1,151338,119167,1,123751,1,1,126494,1,35122,2703.0,35122.0,7306209.0,94934766.0,1233554884.0
1,17236,0,36,120634,1000,142996,1,137967,1,1,315183,121332,1,119703,1,1,127590,1,90630,17236.0,90630.0,297079696.0,1562098680.0,8213796900.0
1,15660,0,39,119403,2000,130430,2,128385,1,1,279885,119751,1,118832,1,1,126953,1,30034,15660.0,30034.0,245235600.0,470332440.0,902041156.0
1,17008,0,50,120064,1000,315517,1,138341,1,2,121648,120763,1,119703,1,1,128613,1,30500,17008.0,30500.0,289272064.0,518744000.0,930250000.0
1,2747,0,38,120634,1000,142996,1,138289,1,1,193623,121332,1,120032,1,1,129443,1,34130,2747.0,34130.0,7546009.0,93755110.0,1164856900.0
1,7435,0,39,120064,4000,315517,1,138223,1,1,121648,120763,1,119703,1,1,128544,1,90593,7435.0,90593.0,55279225.0,673558955.0,8207091649.0
1,5308,0,44,123766,1000,143819,1,138289,1,1,264712,124464,1,120032,1,1,28392,1,42406,5308.0,42406.0,28174864.0,225091048.0,1798268836.0
1,13404,0,40,119441,1000,32020,1,128219,1,1,270065,119789,1,119090,1,1,126770,1,28621,13404.0,28621.0,179667216.0,383635884.0,819161641.0
1,34101,0,37,119650,1000,315517,1,138384,1,1,121648,120347,1,119703,1,1,127366,1,25932,34101.0,25932.0,1162878201.0,884307132.0,672468624.0
1,52177,1,37,120724,1000,142893,2,138886,1,1,239749,121422,1,120629,1,1,133276,1,42406,52177.0,42406.0,2722439329.0,2212617862.0,1798268836.0
1,16620,0,37,118926,2000,130186,1,128326,1,1,126227,119275,1,118832,1,1,129243,1,24201,16620.0,24201.0,276224400.0,402220620.0,585688401.0
1,51779,0,33,118779,1000,303218,1,128412,1,1,119777,119126,1,118832,1,1,128919,2,88229,51779.0,88229.0,2681064841.0,4568409391.0,7784356441.0
1,17745,0,32,119046,2000,261917,1,128169,1,1,130874,119393,1,119040,1,1,127124,1,41779,17745.0,41779.0,314885025.0,741368355.0,1745484841.0
1,7721,0,38,120739,1000,317393,1,138572,1,1,148001,121437,1,120315,1,1,127243,1,40719,7721.0,40719.0,59613841.0,314391399.0,1658036961.0
1,14732,0,34,119630,1000,142485,1,138601,1,1,121839,120327,1,120344,1,1,126561,1,80589,14732.0,80589.0,217031824.0,1187237148.0,6494586921.0
1,21073,0,24,124389,1000,143819,1,138325,1,1,163443,125087,1,119703,1,1,130314,1,87314,21073.0,87314.0,444071329.0,1839967922.0,7623734596.0
1,44012,0,33,119203,10000,130630,1,127961,1,1,308275,308245,1,118832,1,1,127340,1,51230,44012.0,51230.0,1937056144.0,2254734760.0,2624512900.0
1,65871,0,49,120312,53000,44319,1,137982,1,1,295937,121010,1,119725,1,1,126498,1,52278,65871.0,52278.0,4338988641.0,3443604138.0,2732989284.0
1,4749,0,37,124810,1000,142996,1,138341,1,1,273148,125509,1,119703,1,1,127015,1,28554,4749.0,28554.0,22553001.0,135602946.0,815330916.0
1,2600,0,36,119699,3000,130723,1,128342,1,1,238606,120047,1,118832,1,1,130259,1,33058,2600.0,33058.0,6760000.0,85950800.0,1092831364.0
1,49592,0,41,121645,1000,131259,1,128326,1,1,120830,121994,1,118832,1,1,126940,1,83416,49592.0,83416.0,2459366464.0,4136766272.0,6958229056.0
1,6238,0,48,119650,1000,315517,1,138223,1,1,121648,120347,1,119703,1,1,129283,2,56038,6238.0,56038.0,38912644.0,349565044.0,3140257444.0
1,6245,0,38,119657,7000,303218,1,128342,1,1,123218,120005,1,118832,1,1,129271,1,42382,6245.0,42382.0,39000025.0,264675590.0,1796233924.0
1,70205,0,43,120074,4000,142929,1,138050,1,1,314350,309466,1,119703,2,1,130569,1,51003,70205.0,51003.0,4928742025.0,3580665615.0,2601306009.0
1,4450,0,35,120064,1000,315517,1,138341,1,1,294620,120763,1,119703,1,1,127453,1,109167,4450.0,109167.0,19802500.0,485793150.0,11917433889.0
1,2945,3,44,120724,1000,142893,1,138341,1,1,305276,121422,1,119703,1,1,127599,1,27362,2945.0,27362.0,8673025.0,80581090.0,748679044.0
1,32279,0,42,120521,1000,333172,1,138325,1,1,314350,121219,1,119703,1,1,127549,1,50611,32279.0,50611.0,1041933841.0,1633672469.0,2561473321.0
1,4603,0,45,119715,1000,142485,1,139089,1,1,121648,182173,2,120804,1,1,127612,1,84331,4603.0,84331.0,21187609.0,388175593.0,7111717561.0
1,3150,0,37,121177,5000,143022,1,138341,1,1,130902,121875,1,119703,1,1,128218,1,13989,3150.0,13989.0,9922500.0,44065350.0,195692121.0
1,4730,0,33,123939,1000,130697,1,128342,1,1,271277,124288,1,118832,1,1,126944,1,12990,4730.0,12990.0,22372900.0,61442700.0,168740100.0
0,25790,0,49,118751,2000,32020,1,128006,1,1,119768,119100,1,118877,1,1,126490,1,36887,25790.0,36887.0,665124100.0,951315730.0,1360650769.0
1,736,0,41,119132,12000,303218,1,128299,1,2,128234,119480,1,118832,1,1,127730,1,54549,736.0,54549.0,541696.0,40148064.0,2975593401.0
1,6472,0,37,119193,1000,303218,1,128342,1,1,119777,119542,1,118832,1,1,127405,1,54909,6472.0,54909.0,41886784.0,355371048.0,3014998281.0
1,15430,0,44,120722,8000,130937,1,128342,1,1,312460,121070,1,118832,1,1,128542,1,83863,15430.0,83863.0,238084900.0,1294006090.0,7033002769.0
1,46291,0,37,120386,1000,143241,1,138325,1,1,127623,121083,1,119703,1,1,134930,1,44764,46291.0,44764.0,2142856681.0,2072170324.0,2003815696.0
1,5584,0,41,120824,1000,317393,1,138039,1,1,274562,283230,1,119644,1,1,126565,1,90712,5584.0,90712.0,31181056.0,506535808.0,8228666944.0
1,15567,0,45,119690,2000,317393,1,138572,1,1,148001,120388,2,120315,1,1,126565,1,42778,15567.0,42778.0,242331489.0,665925126.0,1829957284.0
1,8717,0,42,119797,1000,130966,1,128342,1,1,168507,120145,1,118832,1,1,127209,1,89610,8717.0,89610.0,75986089.0,781130370.0,8029952100.0
1,16408,0,40,120064,1000,315517,2,138444,1,1,121648,120763,1,119703,1,1,127304,1,91091,16408.0,91091.0,269222464.0,1494621128.0,8297570281.0
1,1030,0,40,119193,1000,303218,1,128224,2,1,119777,119542,1,118832,1,1,128473,1,83603,1030.0,83603.0,1060900.0,86111090.0,6989461609.0
1,4514,0,28,118779,19000,303218,1,128224,1,2,119777,119126,1,118832,1,1,129100,1,89907,4514.0,89907.0,20376196.0,405840198.0,8083268649.0
1,812,0,36,119953,1000,305094,1,129069,2,2,154811,282009,1,119623,1,1,126494,1,88345,812.0,88345.0,659344.0,71736140.0,7804839025.0
1,16700,1,46,119167,1000,130594,1,129596,1,1,120165,119514,1,120467,1,1,128575,1,45002,16700.0,45002.0,278890000.0,751533400.0,2025180004.0
1,15548,0,41,118819,1000,305094,1,128573,1,1,287275,119167,1,119444,1,1,126494,1,39720,15548.0,39720.0,241740304.0,617566560.0,1577678400.0
1,46544,0,44,123939,9000,130697,1,128299,1,1,271277,124288,1,118832,2,1,128533,1,88460,46544.0,88460.0,2166343936.0,4117282240.0,7825171600.0
1,10512,0,29,119763,1000,130697,1,128224,1,1,313312,120111,1,118832,1,1,129084,1,93934,10512.0,93934.0,110502144.0,987434208.0,8823596356.0
1,21903,0,38,122391,1000,142996,1,137967,1,1,315183,123089,1,119703,1,1,127436,1,89228,21903.0,89228.0,479741409.0,1954360884.0,7961635984.0
1,2735,3,52,122990,4000,142729,1,138289,1,1,299619,123688,1,120032,1,8,126980,1,37913,2735.0,37913.0,7480225.0,103692055.0,1437395569.0
1,4375,0,36,118779,6000,303218,1,128385,1,1,119777,119126,1,118832,1,1,128291,1,38845,4375.0,38845.0,19140625.0,169946875.0,1508934025.0
1,2122,0,37,119510,1000,130937,2,128299,1,1,132089,119857,1,118832,1,1,126615,1,24837,2122.0,24837.0,4502884.0,52704114.0,616876569.0
1,1429,0,38,119832,1000,131259,1,127902,1,1,120830,120179,1,118773,1,1,126986,1,85696,1429.0,85696.0,2042041.0,122459584.0,7343804416.0
1,54266,0,43,121490,1000,130942,1,128326,1,1,306336,121839,2,118832,1,1,129108,1,36315,54266.0,36315.0,2944798756.0,1970669790.0,1318779225.0
1,7569,0,46,119193,1000,303218,1,128051,1,1,119777,119542,1,118832,1,1,127416,1,50401,7569.0,50401.0,57289761.0,381485169.0,2540260801.0
1,4237,0,38,121186,1000,130723,1,128299,1,1,146829,121534,1,118832,1,1,128861,1,88460,4237.0,88460.0,17952169.0,374805020.0,7825171600.0
1,17488,0,42,127882,2000,148734,1,138050,1,1,258859,128580,1,119703,1,1,134757,1,50019,17488.0,50019.0,305830144.0,874732272.0,2501900361.0
1,824,0,38,118779,1000,303218,1,128299,1,1,119777,119126,1,118832,1,1,132268,1,24093,824.0,24093.0,678976.0,19852632.0,580472649.0
1,8379,0,36,120312,1000,44319,1,137974,1,1,199132,121010,1,119717,1,1,126532,1,39440,8379.0,39440.0,70207641.0,330467760.0,1555513600.0
1,3288,0,45,119436,1000,282787,1,128224,1,1,125655,119784,1,118832,1,1,131419,1,33058,3288.0,33058.0,10810944.0,108694704.0,1092831364.0
1,20359,0,34,118926,5000,130186,1,128299,1,1,119925,119275,1,118832,1,1,133727,1,88229,20359.0,88229.0,414488881.0,1796254211.0,7784356441.0
1,11848,0,48,118844,3000,130186,1,127975,1,1,120118,180952,1,118846,1,1,126795,1,41538,11848.0,41538.0,140375104.0,492142224.0,1725405444.0
1,122290,0,34,118779,1000,303218,4,128224,1,1,119777,119126,1,118832,1,1,130822,1,32231,122290.0,32231.0,14954844100.0,3941528990.0,1038837361.0
1,16004,0,45,120064,10000,315517,1,138298,1,1,244725,120763,1,119703,1,1,133562,1,43377,16004.0,43377.0,256128016.0,694205508.0,1881564129.0
1,1948,0,45,120970,2000,282787,1,132973,1,1,283163,121318,1,123751,1,1,131419,1,27555,1948.0,27555.0,3794704.0,53677140.0,759278025.0
1,2747,0,42,120141,1000,142996,2,138289,1,1,273148,120838,1,120032,1,1,129443,1,89257,2747.0,89257.0,7546009.0,245188979.0,7966812049.0
1,26050,0,35,119650,1000,315517,1,138325,1,1,121648,120347,1,119703,1,1,127549,1,11144,26050.0,11144.0,678602500.0,290301200.0,124188736.0
1,49462,0,43,121177,1000,143022,1,138341,2,1,137428,121875,1,119703,1,1,128218,1,11108,49462.0,11108.0,2446489444.0,549423896.0,123387664.0
1,2131,0,40,128966,1000,131483,1,127951,1,1,130193,129314,1,118822,1,1,126427,1,36856,2131.0,36856.0,4541161.0,78540136.0,1358364736.0
1,16775,0,40,119193,1000,303218,2,128224,1,1,119777,119542,1,118832,1,1,130822,1,26950,16775.0,26950.0,281400625.0,452086250.0,726302500.0
1,4594,0,45,119193,1000,303218,1,128326,1,1,119777,119542,1,118832,1,1,126940,1,89613,4594.0,89613.0,21104836.0,411682122.0,8030489769.0
1,50337,0,46,118751,5000,32020,1,128120,1,1,119757,119100,1,118991,1,1,126433,1,41058,50337.0,41058.0,2533813569.0,2066736546.0,1685759364.0
1,1056,0,35,120374,3000,130186,1,127935,1,2,119784,120723,1,118806,1,1,126427,1,31419,1056.0,31419.0,1115136.0,33178464.0,987153561.0
0,18091,1,38,119868,6000,305094,1,128256,1,4,287977,120216,1,119127,1,1,127172,1,25170,18091.0,25170.0,327284281.0,455350470.0,633528900.0
1,70167,0,36,120570,2000,143022,1,138594,1,1,161843,121268,1,120337,1,1,90096,1,288529,70167.0,288529.0,4923407889.0,20245214343.0,83248983841.0
1,14297,0,26,128573,2000,32020,1,128219,1,1,270065,128921,1,119090,1,2,126770,1,40996,14297.0,40996.0,204404209.0,586119812.0,1680672016.0
1,7048,0,37,120528,96000,315517,1,138325,2,1,121648,121226,1,119703,1,1,129305,1,53159,7048.0,53159.0,49674304.0,374664632.0,2825879281.0
1,1637,0,42,120634,1000,142996,1,138325,1,1,315183,121332,1,119703,1,1,127127,1,91608,1637.0,91608.0,2679769.0,149962296.0,8392025664.0
1,1485,0,37,119650,1000,315517,1,137901,1,1,121648,120347,2,119644,1,1,129342,1,44716,1485.0,44716.0,2205225.0,66403260.0,1999520656.0
1,70710,0,41,119193,3000,303218,1,128315,1,1,119777,119542,1,119186,2,1,126751,1,90207,70710.0,90207.0,4999904100.0,6378536970.0,8137302849.0
1,51779,0,36,118779,2000,303218,1,128412,1,1,119777,119126,1,118832,1,1,128919,1,40752,51779.0,40752.0,2681064841.0,2110097808.0,1660725504.0
1,15478,0,40,119953,1000,305094,1,128256,1,1,282659,282009,1,119127,1,1,126494,1,10054,15478.0,10054.0,239568484.0,155615812.0,101082916.0
