Y,F2,F3,F4,F5,F6,F7,F8,F10,F11,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24
1,16991,0,33,119193,1000,303218,1,128299,1,1,119777,119542,1,118832,1,1,133491,1,92294
1,55305,0,36,120064,8000,315517,1,138024,1,1,121648,120763,1,93003,1,2,128127,1,88129
1,4752,0,32,120167,1000,143022,1,138298,1,1,253646,120864,1,119703,1,1,134492,1,28554
0,17635,0,41,119657,2000,303218,1,128385,1,1,126745,120005,1,118832,1,1,127763,1,84776
1,1853,0,36,122434,2000,315517,1,138411,1,1,140107,123132,1,119703,1,1,130627,1,16152
0,15592,0,54,120018,1000,317393,1,138255,1,1,153086,120716,1,119998,1,1,126565,1,30358
1,3009,0,33,119657,4000,303218,1,128342,1,1,119777,120005,1,118832,1,1,127249,1,29624
1,16989,0,34,119193,1000,303218,1,128299,1,2,119777,119542,1,118832,1,1,128542,1,28894
1,5689,0,39,119650,1000,315517,2,138298,1,1,121648,120347,1,119703,1,1,37238,1,52229
1,5290,0,42,120306,8000,130723,1,128342,1,1,135557,120654,1,118832,1,1,127528,1,44782
1,820,0,40,119953,1000,305094,1,128752,1,1,282659,282009,1,119623,1,1,126494,1,44087
1,16004,0,40,120064,1000,315517,1,138298,1,1,244725,120763,1,119703,1,1,133562,1,14811
1,50734,0,39,119190,4000,130504,1,128051,1,1,170236,119539,1,118832,1,1,127255,1,90409
1,41841,1,45,138444,1000,149085,1,138461,1,1,165924,139143,1,120057,1,1,127024,1,85775
1,15435,0,41,119953,1000,305094,1,129255,1,1,132784,282009,1,118832,1,1,127806,2,48401
1,4060,0,42,120528,1000,315517,1,138444,1,1,121648,121226,1,119703,1,1,127684,1,90882
1,18468,0,44,119193,1000,303218,1,128051,1,1,119777,119542,1,118832,3,1,127370,1,87313
1,7844,0,35,121841,1000,295086,1,138325,1,1,150447,122539,1,119703,1,1,127138,1,91502
1,13802,0,46,165055,1000,144382,1,137917,1,1,126933,148090,1,119660,1,1,126540,1,35649
1,7003,0,47,119650,3000,320873,1,129134,1,1,266596,119998,1,120005,1,1,126986,1,48319
1,7615,0,41,120528,8000,315517,1,138341,1,1,125615,121226,1,119703,1,1,129342,1,104904
1,5414,0,34,118779,1000,303218,1,128342,1,2,119777,119126,1,118832,1,1,128542,1,44345
1,41820,0,43,120916,1000,143065,1,138461,1,1,131413,121614,1,120057,1,1,127834,1,85775
1,5387,0,47,118779,1000,303218,1,128412,1,1,119777,119126,1,118832,1,1,130556,1,14496
1,7461,0,29,134855,2000,143468,2,137952,1,1,310272,135553,1,6852,1,1,126498,1,40054
1,6764,1,39,127431,1000,31323,1,137967,2,1,262872,128129,1,119703,1,1,15345,1,26579
1,7576,0,40,119650,3000,315517,1,138341,1,1,121648,120347,1,119703,1,1,128607,1,90231
1,29152,0,42,119193,14000,303218,1,128299,1,1,119777,119542,1,118832,1,1,132268,1,44061
1,5214,0,33,119650,1000,320873,1,128385,1,1,281314,119998,1,118832,1,1,126602,1,87986
1,1858,0,46,118779,2000,303218,2,128342,1,1,119777,119126,1,118832,2,1,127063,1,13812
1,1858,0,40,118779,1000,303218,1,128342,1,1,119777,119126,1,118832,1,1,127063,1,12990
1,5009,0,34,122391,2000,142996,1,138050,1,1,315183,123089,1,119703,1,1,127015,1,11108
1,51114,0,36,119601,89000,130594,1,129596,1,1,274147,119949,1,120467,1,1,132815,1,31527
1,127775,0,42,120196,1000,143051,1,138223,1,1,133876,120893,1,119703,1,2,127023,1,90338
1,7247,0,38,119193,2000,303218,1,127902,1,1,119777,119542,1,118773,1,1,135717,1,16114
1,3299,0,47,121464,11000,131394,1,128224,1,2,122463,121812,1,118832,1,1,128872,1,34831
1,1578,0,41,120838,1000,143693,1,138223,1,1,126916,121535,1,119703,1,1,131793,1,30134
1,70103,0,29,120064,5000,315517,1,138024,1,2,121648,120763,1,93003,2,1,126822,1,53944
1,2314,0,45,121645,1000,131259,1,128412,1,1,120830,121994,2,118832,1,1,286242,1,89883
1,2314,0,31,124609,5000,131259,1,128412,2,1,129346,124958,1,118832,1,1,286242,1,35130
1,2380,0,39,145226,1000,130803,1,127961,1,1,146225,145574,1,118832,1,1,127050,4,198766
1,23356,0,36,123002,1000,134215,1,128051,1,1,272863,123350,1,118832,1,1,127416,1,51525
1,79492,0,35,118844,1000,130186,1,128149,1,1,166094,180952,1,118787,1,1,127148,1,29416
1,5152,0,40,121331,6000,143302,1,138298,1,1,180571,122029,1,119703,4,1,127251,1,27432
1,4556,0,42,119650,2000,315517,1,138298,1,1,244725,120347,2,119703,1,1,127403,1,11105
1,13708,0,44,120429,2000,333172,1,138325,1,1,141077,121127,1,119703,1,1,127364,1,55992
0,4378,0,30,120064,1000,315517,1,138298,1,1,121648,120763,1,119703,1,1,127577,1,84129
1,7442,0,31,131729,1000,320873,1,127953,1,2,127410,132078,1,5981,1,1,131221,1,87258
1,1601,0,34,118844,1000,130186,1,128326,1,1,119925,180952,1,118832,1,1,127056,1,27555
1,4589,0,37,119558,1000,320873,1,128224,1,1,281314,119906,1,118832,1,1,128473,1,83729
1,4022,0,40,119193,1000,303218,1,128342,1,1,119777,119542,1,118832,1,1,127405,2,88263
1,57775,2,37,119657,1000,303218,1,128342,1,1,123744,120005,1,118832,1,1,150587,1,37479
1,7590,0,40,120064,1000,315517,1,138223,1,1,121648,120763,1,119703,1,1,127023,1,27444
1,16946,0,30,119193,4000,303218,1,128445,1,1,119777,119542,1,118832,1,1,128866,1,48399
1,843,0,23,120064,3000,315517,1,138298,1,1,121648,120763,1,119703,1,1,132339,1,24990
1,7426,0,37,120196,1000,143051,1,138384,1,1,133876,120893,1,119703,1,1,127366,1,90076
1,15496,0,43,120685,1000,317393,1,138168,1,1,147647,261615,1,119911,1,1,143865,1,87436
1,54655,0,45,119650,3000,315517,1,138050,1,1,244725,120347,1,119703,1,1,127441,1,50574
1,25255,0,42,118779,2000,303218,1,127961,1,1,119777,119126,1,118832,1,1,127459,1,87653
1,51348,0,38,121671,1000,142929,1,138341,1,1,139981,122370,1,119703,1,1,130367,1,27444
1,4505,0,42,119650,1000,315517,1,138411,1,1,121648,120347,1,119703,1,1,128588,1,88271
1,34649,0,40,119650,1000,315517,1,138325,1,1,244725,120347,1,119703,1,1,126940,1,45094
1,15747,0,36,121520,2000,130697,1,130864,1,1,312198,121868,1,121735,1,1,132998,1,89899
1,2410,0,35,120429,1000,333172,1,137960,1,1,254033,121127,1,119703,1,1,127121,1,53645
1,15426,0,40,120381,1000,143236,1,138223,1,1,314331,121078,1,119703,1,1,131490,1,28208
1,4256,0,39,122057,2000,143022,1,138298,1,1,160976,122755,1,119703,1,2,128932,1,50341
1,13892,0,46,119558,1000,320873,1,128445,1,1,123929,119906,1,118832,1,1,128917,1,54264
1,16243,0,35,119657,1000,303218,1,127961,1,1,123744,120005,1,118832,1,1,130608,1,86012
1,3071,0,40,119515,3000,130942,1,128224,1,1,308270,119862,1,118832,1,3,129212,1,9275
1,761,0,43,119657,1000,303218,1,128299,1,1,119777,120005,1,118832,1,1,127730,1,40337
1,1449,0,35,120196,1000,143051,1,137901,1,1,133876,120893,1,119644,1,1,127801,1,10877
1,4063,0,31,120578,1000,143022,1,138298,1,1,131471,121276,1,119703,1,1,126921,1,27414
1,4855,0,46,120306,1000,130723,1,128299,1,1,135557,120654,1,118832,1,1,128575,1,48998
1,123328,0,35,119193,1000,303218,1,128385,1,1,119777,119542,1,118832,1,1,130432,1,10157
1,51182,0,39,120167,1000,143022,1,138594,1,1,152840,120864,1,120337,1,1,90096,1,52229
1,20597,0,34,119622,1000,44319,1,137875,1,1,121621,120321,1,119618,1,1,126498,1,52229
1,5942,0,35,121067,1000,44391,1,137928,1,1,127674,121765,1,119671,1,2,126540,1,35552
0,17596,0,41,121685,2000,130937,1,127961,1,1,127950,122033,1,118832,1,1,129226,1,24201
1,17824,0,39,119715,1000,142485,1,138113,1,1,144500,182173,2,119856,1,1,127466,1,28429
1,22647,0,40,119657,2000,303218,1,128025,1,1,122345,120005,1,92132,3,1,126866,1,37431
1,1762,0,38,121156,2000,130186,1,128290,1,1,134674,121505,1,119161,1,1,128720,1,42286
1,4613,0,44,119650,1000,315517,1,138325,1,2,121648,120347,1,119703,1,1,127011,1,38943
1,14656,0,35,119657,3000,303218,1,128051,1,1,122345,120005,1,118832,1,1,127541,1,13812
1,67977,0,40,120312,1000,44319,1,138074,1,1,140495,121010,1,119722,1,1,126561,1,43778
1,17345,0,40,119657,1000,303218,1,128445,1,1,119777,120005,1,118832,1,1,127233,1,85694
1,19660,0,41,119650,6000,315517,1,138223,2,1,145119,120347,1,119703,1,1,127023,1,17113
1,17008,0,38,120064,23000,315517,1,138341,1,1,121648,120763,1,119703,1,1,128613,1,11108
1,1409,0,32,119814,4000,305094,1,127943,1,1,245892,260394,1,118814,1,1,127124,2,25170
1,2836,0,44,118779,1000,303218,1,129090,1,1,119777,119126,1,119933,1,1,14653,1,98166
1,16759,0,48,118779,1000,303218,1,128326,1,1,119777,119126,1,118832,2,1,128544,1,34966
1,4982,0,40,120381,1000,143236,1,138298,1,1,314331,121078,1,119703,2,1,126980,2,52229
1,30537,0,46,133544,2000,303218,1,127961,1,1,120131,133892,1,118832,1,1,127772,1,43620
1,1049,1,39,120064,1000,315517,1,138223,1,1,121648,120763,1,119703,1,1,128544,1,33232
0,71200,0,34,119630,2000,142485,1,137909,1,1,121655,120327,1,119652,1,1,126532,1,30404
1,3936,0,47,121662,11000,130723,1,128342,1,1,252208,122010,1,118832,1,1,127209,1,45311
1,3875,0,53,120064,1000,315517,1,138223,1,1,121648,120763,1,119703,2,1,128544,1,89205
1,18231,0,36,119325,1000,130752,1,128385,1,1,128180,119672,1,118832,1,1,133565,1,24159
1,49524,0,40,119167,1000,130594,1,129596,1,1,120165,119514,1,120467,1,1,127209,1,89976
0,3307,0,40,121841,1000,295086,1,138223,1,1,127526,122539,1,119703,1,1,128401,1,43460
1,18275,0,33,120064,1000,315517,1,138444,2,1,122190,120763,1,119703,1,1,127304,1,44561
1,2052,0,45,164603,1000,130504,1,128051,1,1,120075,300780,1,118832,1,1,126877,1,36325
1,20430,0,43,118751,1000,32020,1,127890,1,1,119750,119100,1,118761,1,3,126427,1,40578
1,16716,0,35,119853,1000,130594,1,128299,1,1,303405,120201,1,118832,1,1,127146,1,88754
1,4696,0,35,120064,1000,315517,1,138223,1,3,121648,120763,1,119703,1,1,129283,1,45163
1,40950,0,39,119339,1000,130766,1,128462,1,1,164053,119686,1,119186,1,1,127013,1,50056
1,3369,0,32,120528,1000,315517,1,138341,1,1,125615,121226,1,119703,1,1,130367,1,40058
1,7034,0,38,120064,6000,315517,1,138341,1,2,121648,120763,1,119703,1,1,128565,1,85970
1,1940,0,35,120429,1000,333172,1,138341,1,1,125800,121127,1,119703,1,1,127134,1,28364
1,17731,0,34,119193,2000,303218,1,128224,1,1,242854,119542,1,118832,1,1,130822,1,89967
1,30912,0,39,120312,2000,44319,1,139760,1,1,160021,121010,1,119722,1,1,126540,1,55436
1,910,0,46,119650,4000,315517,1,138411,1,1,244725,120347,1,119703,1,1,129146,1,12778
1,98043,0,38,119441,1000,32020,1,127953,1,1,283606,119789,1,5981,1,1,126444,1,42779
1,15657,0,43,119788,1000,295086,1,142972,1,1,121785,120485,1,124622,1,1,126662,1,33232
1,3624,0,45,127556,1000,305094,1,128169,1,1,206762,127905,1,119040,1,1,126728,1,34886
1,27613,0,39,121593,1000,143236,1,138298,1,1,314799,122291,1,119703,1,1,127639,1,24490
1,46207,0,49,123271,2000,142996,1,138289,1,1,310975,123969,1,120032,1,1,127509,1,45928
1,800,0,39,118779,1000,303218,1,128412,1,1,119777,119126,1,118832,1,1,286242,1,16114
1,4450,0,42,119650,1000,315517,1,138341,1,1,121648,120347,1,119703,1,1,127441,1,115906
1,22889,0,37,118751,4000,32020,1,128219,1,1,119768,119100,1,119090,1,1,126557,1,23491
0,4766,0,38,119797,1000,142485,1,138298,1,1,122185,120496,1,119703,1,1,126921,1,33601
1,5508,0,33,121490,2000,130942,1,127961,1,1,306336,121839,1,118832,1,1,14037,1,53951
1,27251,0,31,120429,10000,333172,1,138384,1,1,283185,121127,1,119703,1,1,127312,1,85131
1,13859,0,35,129593,2000,143022,1,138298,1,1,315102,130292,1,119703,1,1,136469,1,48889
1,7497,0,33,120064,2000,315517,1,138298,1,1,121648,120763,1,119703,2,1,127403,1,87313
1,23243,0,39,121520,1000,130697,1,128299,1,1,313312,121868,1,118832,1,1,128533,1,90124
0,29171,0,42,120064,7000,315517,2,138298,1,1,121648,120763,1,119703,1,1,132339,1,52128
1,133838,0,40,120196,6000,143051,1,139089,1,1,133876,120893,1,120804,3,1,127155,1,126097
1,1792,0,48,127537,1000,143241,1,137960,1,1,141164,128235,1,119703,1,1,127843,1,47063
1,5350,0,43,123811,6000,143022,1,138050,1,1,145235,124509,1,119703,1,1,128976,1,49528
1,139630,0,44,121527,1000,144382,1,138211,1,1,172919,122224,1,119954,1,1,128401,1,85460
1,7416,0,32,119193,1000,303218,1,128224,1,1,119777,119542,3,118832,1,1,128473,1,36117
1,26338,0,42,119193,13000,303218,1,128326,1,1,119777,119542,1,118832,1,1,126940,1,69144
1,22872,0,39,120141,15000,142996,1,137967,1,1,240293,120838,1,119703,1,1,28286,1,14741
1,25326,0,37,134436,1000,295086,1,138384,1,1,137506,135134,1,119703,1,1,128981,1,45512
1,105926,0,38,119510,1000,130937,1,128224,1,1,151125,119857,1,118832,1,1,138166,1,52331
1,4533,0,39,119650,1000,315517,1,138223,1,1,121648,120347,1,119703,1,1,129171,1,43247
1,68711,0,45,118751,1000,32020,2,128090,1,1,119757,119100,1,118961,1,1,126490,1,83138
1,1916,0,34,120970,2000,282787,1,128224,1,1,133031,121318,1,118832,1,1,139708,1,26445
1,15660,0,39,119690,1000,317393,1,138168,1,1,213183,120388,1,119911,1,1,127195,1,39236
1,20430,0,51,118751,7000,32020,1,127890,1,1,119750,119100,1,118761,1,1,126427,1,12990
1,71316,0,47,119622,1000,44319,1,138218,1,1,121639,120321,1,119961,1,1,126841,1,47787
1,4412,0,34,120167,1000,143022,1,138341,1,1,303878,120864,1,119703,1,1,128967,1,27444
1,15559,0,32,119953,1000,305094,1,128573,1,1,164538,282009,1,119444,1,1,127105,1,27209
1,25330,0,33,130507,1000,143210,1,138384,3,1,134544,131206,1,119703,1,1,126937,1,119605
1,1975,0,37,122304,1000,143241,1,138298,1,1,308207,123002,2,119703,1,1,126686,1,39066
1,70729,0,39,120064,3000,315517,1,138314,1,1,121648,120763,1,120057,1,1,126822,1,36129
1,20430,0,43,118751,1000,32020,1,127890,1,1,119750,119100,2,118761,1,1,126427,1,85038
1,4518,0,41,119193,3000,303218,1,128051,1,1,119777,119542,1,118832,1,1,127430,1,54654
1,5156,0,41,121750,7000,143022,1,138298,1,1,137575,122448,1,119703,1,1,128510,1,38722
0,4004,0,39,120064,1000,315517,1,138050,1,1,121648,120763,1,119703,1,1,127326,1,33092
1,70315,0,33,119193,1000,303218,1,128326,1,1,119777,119542,1,118832,1,1,127293,1,89909
1,26158,0,32,119650,1000,320873,1,128412,1,1,281314,119998,1,118832,1,1,137350,1,125898
1,23248,0,43,136932,2000,130773,1,129255,1,1,139821,280703,1,312049,1,1,127020,1,111789
1,4378,0,36,120064,1000,315517,1,138298,1,1,121648,120763,2,119703,1,1,127577,1,42406
1,1793,0,33,119510,1000,130937,1,131012,1,1,196835,119857,1,121735,2,1,137065,1,84614
1,28293,0,35,119193,1000,303218,1,128462,1,1,130667,119542,1,119186,1,1,131638,1,37286
0,17874,0,42,119684,206000,32092,1,128326,1,1,288468,120032,1,118832,1,1,127222,1,30034
1,8723,0,46,119650,1000,315517,1,138325,1,1,121648,120347,1,119703,1,1,128450,1,84822
1,3288,0,44,119436,1000,282787,1,128224,1,1,125655,119784,1,118832,1,1,131419,1,24857
1,13582,0,26,127542,1000,150005,1,138384,1,1,187641,128240,1,119703,1,1,133636,1,52580
1,8727,0,38,118926,6000,130186,1,128299,1,1,119925,119275,2,118832,1,1,137379,1,41407
1,2106,0,34,120936,2000,143782,1,138348,1,1,189950,121634,1,120091,1,1,126498,1,53829
1,2036,0,39,129837,1000,143782,1,138083,1,1,143006,130535,1,119826,1,1,140488,1,25838
1,15668,0,23,128427,2000,317393,1,139426,1,1,197386,129126,1,119998,1,1,127243,1,11105
1,1765,0,44,120634,1000,142996,1,138325,1,1,128706,121332,1,119703,1,1,127127,1,30500
1,3918,1,28,119650,5000,315517,1,138341,2,1,121648,120347,2,119703,1,1,127134,1,44569
1,1102,0,41,120386,4000,143241,1,138325,1,1,136533,121083,1,119703,1,1,129179,1,37122
1,14852,0,46,124789,2000,145116,1,138325,1,1,126849,125487,1,119703,1,1,126940,1,46439
1,19778,0,42,119193,2000,303218,1,127961,1,1,119777,119542,2,118832,1,1,126901,1,49194
1,6472,0,38,119193,1000,303218,1,128342,1,1,152229,119542,1,118832,2,2,127405,1,24159
1,8131,0,31,120064,1000,315517,1,138341,1,1,121648,120763,1,119703,1,1,127762,1,43311
1,21070,0,38,121593,21000,143236,1,138298,1,1,245491,122291,1,119703,1,1,132369,1,89904
1,789,0,45,119193,1000,303218,1,128299,1,1,242854,119542,1,118832,1,1,129271,1,16680
1,13816,0,43,123518,1000,131520,1,128445,1,1,236172,123866,1,118832,1,1,132407,1,33108
1,6234,2,45,131729,1000,320873,1,128326,1,1,162897,132078,1,118832,1,1,126877,1,29486
1,70186,0,35,119510,5000,130937,1,128051,1,1,124029,119857,1,118832,1,1,130498,1,25155
1,1773,0,40,126666,2000,130942,1,127961,1,1,139293,127014,1,118832,1,1,127772,1,16114
1,27122,0,48,122400,2000,130697,1,128326,1,1,130505,122748,1,118832,1,2,127056,1,82245
1,7015,0,38,119193,3000,303218,1,128342,1,1,119777,119542,1,118832,1,1,128494,1,52475
1,60275,0,44,119630,2000,142485,1,138009,1,1,121655,120327,1,119658,1,1,126561,1,30407
1,23216,0,37,121563,1000,303218,1,127961,1,1,119777,121911,1,118832,1,1,126901,1,13812
1,18273,0,40,120641,1000,142929,1,138050,2,1,305217,124739,1,119703,1,1,128924,2,42406
1,15572,0,42,119763,1000,130697,1,128385,1,1,126999,120111,1,118832,1,1,131693,1,42385
1,71239,0,39,130507,3000,143210,1,138384,1,1,282911,131206,1,119703,2,1,127142,1,52167
1,4569,0,44,119296,2000,130723,1,128342,1,1,302007,119643,1,118832,1,1,127382,1,42386
1,4309,0,42,124789,1000,145116,1,138341,1,1,126849,125487,1,119703,1,1,129286,1,41577
1,64809,0,45,118771,2000,32020,1,128742,1,1,119768,119120,1,119613,1,1,126433,1,54373
1,2386,0,37,119650,1000,315517,1,137960,1,1,244725,120347,1,119703,1,1,127121,1,88505
1,2243,0,35,126983,1000,130803,1,127961,1,4,127982,127331,1,118832,1,1,127050,1,49656
1,52874,0,42,119080,1000,282787,1,128051,1,1,176316,119428,1,118832,1,1,126602,1,49374
1,824,0,40,119193,1000,303218,2,128299,1,1,119777,119542,1,118832,1,1,132268,2,35130
1,222,1,36,119917,2000,274216,1,139133,1,1,311188,120614,1,120876,1,1,127195,1,48936
1,17579,0,44,119150,1000,303218,1,128025,1,1,120131,119499,1,92132,1,1,131487,1,54805
1,51791,1,42,119193,4000,303218,1,128445,1,1,242854,119542,1,118832,2,1,127233,1,85694
1,34101,0,48,119650,21000,315517,2,138384,1,1,121648,120347,1,119703,1,1,127366,1,17113
1,91430,0,37,119441,10000,32020,1,127975,1,1,144412,119789,1,118846,1,1,151089,1,49767
1,54295,0,41,119622,1000,44319,1,138100,1,1,121621,120321,1,119632,1,1,126498,1,45204
1,3759,0,44,120381,2000,143236,1,138298,1,1,128460,121078,3,119703,1,1,128679,1,41505
1,32494,0,38,120064,2000,315517,1,138325,2,1,121648,120763,1,119703,1,1,126940,1,56091
1,3060,0,38,120064,7000,315517,1,138341,1,1,244725,120763,1,119703,1,1,130632,1,27927
0,18048,0,38,120418,4000,44391,1,137967,1,1,135098,121116,1,119703,1,1,127180,1,36129
1,18227,0,32,119650,1000,315517,1,138384,1,1,121648,120347,1,119703,1,1,128574,1,44997
1,7548,0,45,133544,2000,303218,1,128342,1,1,134543,133892,1,118832,1,3,127063,1,91349
1,3715,0,45,127166,3000,16972,1,128326,1,1,164720,127514,2,118832,1,1,127482,1,41373
1,13799,0,40,121390,5000,132817,1,128385,1,1,124978,121737,1,118832,1,1,130510,1,88229
1,15701,0,50,119193,1000,303218,1,128299,1,1,119777,119542,1,118832,1,1,127506,1,46712
1,15818,0,40,120141,2000,142996,1,138298,1,1,273148,120838,1,119703,1,1,127015,1,91036
1,118656,0,38,119650,5000,315517,1,138341,1,1,121648,120347,1,119703,1,1,127762,1,14811
1,5219,0,35,119203,1000,130630,1,128342,1,1,161543,308245,1,118832,1,1,127528,1,34877
1,7106,0,40,120064,1000,315517,1,138384,1,1,121648,120763,1,119703,1,1,132464,1,38973
1,2309,0,44,119770,3000,130630,1,128224,1,1,122535,123518,2,118832,1,2,129212,1,24857
1,2537,0,46,118920,1000,130186,1,128169,1,1,122650,119268,1,119040,1,1,127172,1,49016
1,4752,0,44,120167,3000,143022,1,138298,1,1,253646,120864,1,119703,1,1,134492,1,89228
1,15572,0,40,119763,3000,130697,1,128385,1,2,126999,120111,1,118832,1,1,131693,1,88436
1,3666,0,34,119707,4000,130723,1,128299,1,1,310994,120055,1,118832,1,1,127180,2,36454
1,5150,0,32,122241,3000,143022,1,138298,1,1,262518,122939,1,119703,1,1,128510,1,42406
1,4162,1,38,121750,11000,143022,1,138886,1,1,315488,122448,1,120629,1,1,129728,1,52221
1,23143,0,46,120010,1000,130773,1,129069,1,1,183591,120358,1,119623,1,1,127685,1,46788
1,13837,0,34,120429,3000,333172,1,138223,1,1,130039,121127,1,119703,1,1,127023,1,55010
1,25414,0,32,119441,4000,32020,1,128602,1,1,127523,119789,1,119473,1,1,126557,1,37631
1,53298,0,37,119797,2000,142485,1,138223,1,1,123343,120496,1,119703,1,1,128444,1,33232
1,4102,0,44,119193,1000,303218,1,128051,1,1,119777,119542,1,118832,2,1,127541,1,10157
1,3134,0,44,119699,6000,130723,1,128299,1,1,238606,120047,1,118832,1,1,156138,1,54150
1,136208,0,39,126163,4000,143022,1,138724,1,1,121639,126861,1,120467,1,1,127251,1,52229
1,17264,0,50,120724,2000,142893,1,138341,1,1,305276,121422,1,119703,1,1,132096,1,27444
1,7362,0,46,123918,4000,132817,1,128224,1,1,150601,124266,1,118832,1,1,129212,1,25214
1,27586,0,36,119441,2000,32020,1,127975,1,1,312603,119789,1,118846,1,1,126469,1,38441
1,16989,0,34,126666,1000,130942,2,128342,1,1,127665,127014,1,118832,1,1,128542,1,33058
1,20926,0,28,120065,1000,131483,1,128990,1,1,152473,120413,1,119861,1,1,127541,1,85037
1,2314,0,39,124609,1000,131259,1,128412,1,1,129346,124958,1,118832,1,1,286242,1,53009
1,4016,0,39,121177,3000,143022,1,138341,1,1,137428,121875,1,119703,1,1,128967,1,35410
1,215824,0,50,119193,3000,303218,1,128315,1,1,292790,119542,1,119186,1,1,132205,1,16114
1,18025,0,46,122391,1000,142996,1,137967,1,1,133457,123089,1,119703,1,2,127436,1,88301
1,15439,1,39,119270,1000,130697,1,127968,1,1,235585,119617,1,118832,1,1,127519,1,31621
1,789,0,50,119193,1000,303218,1,128299,1,1,119777,119542,1,118832,1,1,129271,1,89162
1,6036,0,38,119193,1000,303218,1,128412,1,1,119777,119542,1,118832,1,2,130556,1,35112
1,1501,0,47,125759,1000,130942,1,127961,1,1,126758,126107,1,118832,1,1,127389,1,11074
1,3920,0,43,120528,4000,315517,1,138341,1,1,122527,121226,1,119703,1,1,128607,1,30500
0,31130,0,36,120418,1000,44391,1,138341,1,1,127421,121116,1,119703,1,1,127430,1,33876
1,122290,0,43,119193,1000,303218,1,128224,1,1,242854,119542,1,118832,1,1,130822,1,25313
1,4687,0,38,119193,1000,303218,1,128326,1,1,119777,119542,1,118832,1,1,126940,1,83252
1,8271,0,39,119650,2000,315517,1,138298,1,1,121648,120347,1,119703,1,1,127403,1,43752
1,1623,0,34,119270,1000,130697,1,128326,1,1,237151,119617,1,118832,1,1,137484,1,87699
1,7151,0,37,119657,11000,303218,1,128326,1,1,120656,120005,1,118832,1,1,126869,1,25328
1,16740,0,51,122101,1000,143022,1,138050,1,1,123807,122799,1,119703,1,1,129291,1,43190
1,7425,1,43,120061,6000,142803,1,138223,1,1,172107,120760,1,119703,1,1,128544,1,32566
1,5275,0,46,119951,1000,295086,1,138886,1,1,178187,120649,1,120629,1,1,126673,1,90774
1,5252,0,41,120306,5000,130723,1,128342,1,1,135557,120654,1,118832,2,1,127209,1,51645
1,87632,0,42,119715,5000,142485,1,137979,1,1,129032,182173,1,119722,1,1,126866,1,18844
1,16064,0,39,126951,2000,130723,1,127961,1,1,127950,127299,1,118832,1,1,129226,1,34403
1,4902,0,47,120167,1000,143022,1,138341,1,1,303878,120864,1,119703,2,1,130330,1,43384
1,50799,0,40,119193,1000,303218,1,128025,1,1,119777,119542,1,92132,1,1,148308,1,48508
1,3907,0,42,127057,1000,131061,1,128385,1,1,142711,127405,1,118832,1,1,130217,1,94581
1,46136,0,45,118926,1000,130186,1,128326,1,1,119925,119275,1,118832,1,1,128720,1,33127
1,7442,0,47,131729,1000,320873,1,127953,1,1,127410,132078,1,5981,1,1,131221,1,36911
1,16705,0,33,119576,1000,131003,1,129134,1,1,182872,119923,1,120005,1,1,128603,1,88107
1,67344,0,31,119441,2000,32020,1,127910,1,1,199911,119789,1,118781,1,1,126461,1,124268
1,1921,0,34,119193,1000,303218,1,128342,1,1,119777,119542,1,118832,1,1,127063,1,25418
1,812,0,44,119953,23000,305094,1,129069,1,1,154811,282009,1,119623,1,1,126494,1,90090
1,86189,0,38,120196,3000,32092,1,128953,1,1,122849,120544,1,119824,1,1,127359,1,89839
1,25512,0,38,120312,2000,44319,1,138716,1,1,285477,121010,1,120459,1,1,126515,1,38653
1,7538,0,45,119193,1000,303218,1,128342,1,1,119777,119542,1,118832,1,1,133274,1,35130
1,25802,0,36,120312,1000,44319,1,138005,1,1,295937,121010,1,119748,1,1,126561,1,85169
1,242,0,46,120064,1000,315517,1,138384,1,1,121648,120763,1,119703,1,1,127366,1,52812
1,49443,0,42,119296,4000,130723,1,128342,1,1,302007,119643,1,118832,1,1,128147,1,41407
1,2427,0,44,128654,1000,303218,1,127961,1,1,125041,129003,1,118832,1,1,126453,1,11545
0,51810,0,41,118819,2000,305094,1,128177,1,1,120985,119167,1,119426,1,1,126494,1,25580
1,28259,0,43,130102,2000,132087,1,129170,1,1,313249,130450,1,120041,1,1,149002,1,46292
1,6908,0,47,119193,1000,303218,1,128445,1,1,119777,119542,1,118832,1,1,127233,1,29252
1,53298,0,35,120447,1000,143302,1,138223,1,1,307192,121144,1,119703,1,1,128674,1,84599
1,20855,0,54,120064,5000,315517,1,139061,1,1,121648,120763,1,120804,1,1,132831,1,48753
1,17488,0,41,127882,2000,148734,1,138050,1,1,256668,128580,1,119703,1,1,134757,1,55279
1,1991,0,37,120247,1000,143102,2,137960,1,1,134519,120944,1,119703,1,1,127121,1,84167
1,5541,0,42,119650,4000,315517,1,138298,1,1,121648,120347,1,119703,1,1,127134,1,16178
1,2612,0,44,129102,1000,16972,1,128299,1,1,304701,129451,1,118832,1,1,128959,1,48753
1,28259,0,32,130102,4000,132087,1,129170,1,1,202529,130450,1,120041,1,1,127071,1,54545
1,2314,0,40,121645,1000,131259,1,128412,1,1,120830,121994,1,118832,1,1,286242,1,39991
1,20455,0,32,118771,2000,32020,1,127890,1,1,125733,119120,1,118761,1,1,126427,1,51515
1,3706,0,51,120065,1000,131483,1,130883,1,1,302474,120413,1,121754,1,1,126927,1,44402
